clip_id,episode_id,start_t,end_t,root_family_id,strategy,seed,rank,budget,uncertainty,event_importance,model_disagreement,estimated_steps,predicted_event_id,gold_event_ids,gold_boundaries,provenance,not_human_annotation
formal_u2_family_011_r01:t029,formal_u2_family_011_r01,27,30,u2_family_011,entropy_x_event_importance,641,12,60,1.6525201797485352,1.0,0.025879813734674826,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_045_r00:t024,formal_u2_family_045_r00,22,24,u2_family_045,entropy_x_event_importance,641,13,60,1.6525201797485352,1.0,0.02471878500150274,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_053_r01:t030,formal_u2_family_053_r01,28,31,u2_family_053,entropy_x_event_importance,641,14,60,1.6525201797485352,1.0,0.019666479347000974,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_049_r00:t028,formal_u2_family_049_r00,26,28,u2_family_049,entropy_x_event_importance,641,15,60,1.6525201797485352,1.0,0.017586195361442465,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_044_r01:t026,formal_u2_family_044_r01,24,27,u2_family_044,entropy_x_event_importance,641,16,60,1.6525201797485352,1.0,0.06135603477104208,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_009_r03:t022,formal_u2_family_009_r03,20,23,u2_family_009,entropy_x_event_importance,641,17,60,1.6525201797485352,1.0,0.03432266162803557,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_030_r02:t023,formal_u2_family_030_r02,21,24,u2_family_030,entropy_x_event_importance,641,18,60,1.6525201797485352,1.0,0.03614229082839981,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_051_r02:t028,formal_u2_family_051_r02,26,29,u2_family_051,entropy_x_event_importance,641,19,60,1.6525201797485352,1.0,0.0388935934355712,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_003_r01:t027,formal_u2_family_003_r01,25,27,u2_family_003,entropy_x_event_importance,641,20,60,1.6525201797485352,1.0,0.03036729015072174,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_024_r05:t026,formal_u2_family_024_r05,24,27,u2_family_024,entropy_x_event_importance,641,21,60,1.6525201797485352,1.0,0.031363201288260936,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_029_r05:t034,formal_u2_family_029_r05,32,35,u2_family_029,entropy_x_event_importance,641,22,60,1.6525201797485352,1.0,0.05125663864321954,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_059_r05:t030,formal_u2_family_059_r05,28,30,u2_family_059,entropy_x_event_importance,641,23,60,1.6525201797485352,1.0,0.012284831780479706,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_080_r02:t026,formal_u2_family_080_r02,24,26,u2_family_080,entropy_x_event_importance,641,24,60,1.6525201797485352,1.0,0.010669333234026763,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_005_r04:t028,formal_u2_family_005_r04,26,28,u2_family_005,entropy_x_event_importance,641,25,60,1.6525201797485352,1.0,0.016876074728205903,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_013_r05:t024,formal_u2_family_013_r05,22,25,u2_family_013,entropy_x_event_importance,641,26,60,1.6525201797485352,1.0,0.019439037910773442,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_033_r01:t023,formal_u2_family_033_r01,21,24,u2_family_033,entropy_x_event_importance,641,27,60,1.6525201797485352,1.0,0.033861944449889346,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_041_r02:t034,formal_u2_family_041_r02,32,34,u2_family_041,entropy_x_event_importance,641,28,60,1.6525201797485352,1.0,0.021916028667017886,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_026_r00:t025,formal_u2_family_026_r00,23,26,u2_family_026,entropy_x_event_importance,641,29,60,1.6525201797485352,1.0,0.04877988822026096,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_057_r04:t023,formal_u2_family_057_r04,21,23,u2_family_057,entropy_x_event_importance,641,30,60,1.6525201797485352,1.0,0.030281284701382284,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_027_r04:t025,formal_u2_family_027_r04,23,25,u2_family_027,entropy_x_event_importance,641,31,60,1.6525201797485352,1.0,0.02473524452430382,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_019_r03:t023,formal_u2_family_019_r03,21,24,u2_family_019,entropy_x_event_importance,641,32,60,1.6525201797485352,1.0,0.028219392774256977,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_033_r04:t023,formal_u2_family_033_r04,21,23,u2_family_033,entropy_x_event_importance,641,33,60,1.6525201797485352,1.0,0.01040603539758817,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_013_r00:t025,formal_u2_family_013_r00,23,25,u2_family_013,entropy_x_event_importance,641,34,60,1.6525201797485352,1.0,0.011276219905951962,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_002_r02:t029,formal_u2_family_002_r02,27,29,u2_family_002,entropy_x_event_importance,641,35,60,1.6525201797485352,1.0,0.06053498639337683,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_079_r02:t022,formal_u2_family_079_r02,20,22,u2_family_079,entropy_x_event_importance,641,36,60,1.6525201797485352,1.0,0.026188248210160556,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_047_r02:t026,formal_u2_family_047_r02,24,27,u2_family_047,entropy_x_event_importance,641,37,60,1.6525201797485352,1.0,0.007979018696561218,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_011_r01:t030,formal_u2_family_011_r01,28,30,u2_family_011,entropy_x_event_importance,641,38,60,1.6525201797485352,1.0,0.008524168206411083,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_029_r04:t029,formal_u2_family_029_r04,27,29,u2_family_029,entropy_x_event_importance,641,39,60,1.6525201797485352,1.0,0.02734567808332578,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_056_r00:t023,formal_u2_family_056_r00,21,24,u2_family_056,entropy_x_event_importance,641,40,60,1.6525201797485352,1.0,0.0910516209791767,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_026_r03:t023,formal_u2_family_026_r03,21,24,u2_family_026,entropy_x_event_importance,641,41,60,1.6525201797485352,1.0,0.02495198861332283,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_029_r04:t028,formal_u2_family_029_r04,26,29,u2_family_029,entropy_x_event_importance,641,42,60,1.6525201797485352,1.0,0.0330074398444089,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_020_r02:t027,formal_u2_family_020_r02,25,28,u2_family_020,entropy_x_event_importance,641,43,60,1.6525201797485352,1.0,0.05337485338062438,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_036_r03:t024,formal_u2_family_036_r03,22,24,u2_family_036,entropy_x_event_importance,641,44,60,1.6525201797485352,1.0,0.025281501538508187,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_051_r00:t026,formal_u2_family_051_r00,24,26,u2_family_051,entropy_x_event_importance,641,45,60,1.6525201797485352,1.0,0.026806720007923182,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_077_r00:t035,formal_u2_family_077_r00,33,35,u2_family_077,entropy_x_event_importance,641,46,60,1.6525201797485352,1.0,0.02486691972348316,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_031_r05:t023,formal_u2_family_031_r05,21,24,u2_family_031,entropy_x_event_importance,641,47,60,1.6525201797485352,1.0,0.03299780791872057,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_037_r00:t022,formal_u2_family_037_r00,20,23,u2_family_037,entropy_x_event_importance,641,48,60,1.6525201797485352,1.0,0.009582209016689762,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_043_r03:t024,formal_u2_family_043_r03,22,24,u2_family_043,entropy_x_event_importance,641,49,60,1.6525201797485352,1.0,0.018394061811927022,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_045_r01:t022,formal_u2_family_045_r01,20,23,u2_family_045,entropy_x_event_importance,641,50,60,1.6525201797485352,1.0,0.03261837780527883,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_065_r02:t038,formal_u2_family_065_r02,36,38,u2_family_065,entropy_x_event_importance,641,51,60,1.6525201797485352,1.0,0.034331478729293395,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_018_r01:t023,formal_u2_family_018_r01,21,23,u2_family_018,entropy_x_event_importance,641,52,60,1.6525201797485352,1.0,0.026030680363075317,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_051_r05:t024,formal_u2_family_051_r05,22,25,u2_family_051,entropy_x_event_importance,641,53,60,1.6525201797485352,1.0,0.020864108456187174,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_005_r02:t032,formal_u2_family_005_r02,30,32,u2_family_005,entropy_x_event_importance,641,54,60,1.6525201797485352,1.0,0.028321598692766292,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_059_r05:t029,formal_u2_family_059_r05,27,30,u2_family_059,entropy_x_event_importance,641,55,60,1.6525201797485352,1.0,0.023214737995128177,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_027_r03:t026,formal_u2_family_027_r03,24,27,u2_family_027,entropy_x_event_importance,641,56,60,1.6525201797485352,1.0,0.03901058501316926,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_041_r01:t035,formal_u2_family_041_r01,33,35,u2_family_041,entropy_x_event_importance,641,57,60,1.6525201797485352,1.0,0.03921029354052185,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_024_r05:t027,formal_u2_family_024_r05,25,27,u2_family_024,entropy_x_event_importance,641,58,60,1.6525201797485352,1.0,0.027284622595294027,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_056_r03:t024,formal_u2_family_056_r03,22,25,u2_family_056,entropy_x_event_importance,641,59,60,1.6525201797485352,1.0,0.047423284672117885,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_000_r03:t026,formal_u2_family_000_r03,24,26,u2_family_000,entropy_x_event_importance,641,60,60,1.6525201797485352,1.0,0.019592523976898306,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
