clip_id,episode_id,start_t,end_t,root_family_id,strategy,seed,rank,budget,uncertainty,event_importance,model_disagreement,estimated_steps,predicted_event_id,gold_event_ids,gold_boundaries,provenance,not_human_annotation
formal_u2_family_073_r05:t005,formal_u2_family_073_r05,3,7,u2_family_073,random_stratified,643,40,60,0.33675917983055115,2.0,0.004954695931131501,5,4,"[0, 3, 4, 0, 0]","[0, 1, 1, 0, 0]",simulator_gold_oracle_budget,True
formal_u2_family_043_r05:t004,formal_u2_family_043_r05,2,6,u2_family_043,random_stratified,643,41,60,0.11553627997636795,2.0,0.03034470593790301,5,3,"[2, 0, 3, 4, 0]","[1, 0, 1, 1, 0]",simulator_gold_oracle_budget,True
formal_u2_family_044_r04:t007,formal_u2_family_044_r04,5,9,u2_family_044,random_stratified,643,42,60,0.7594584822654724,2.0,0.026331724660285688,5,5,"[3, 4, 5, 0, 0]","[1, 1, 1, 0, 0]",simulator_gold_oracle_budget,True
formal_u2_family_080_r05:t004,formal_u2_family_080_r05,2,6,u2_family_080,random_stratified,643,43,60,0.33675917983055115,2.0,0.011190896872401327,5,4,"[2, 3, 4, 5, 0]","[1, 1, 1, 1, 0]",simulator_gold_oracle_budget,True
formal_u2_family_013_r00:t006,formal_u2_family_013_r00,4,8,u2_family_013,random_stratified,643,44,60,0.8113319873809814,2.0,0.016371279171914974,5,5,"[3, 4, 5, 0, 0]","[1, 1, 1, 0, 0]",simulator_gold_oracle_budget,True
formal_u2_family_044_r04:t005,formal_u2_family_044_r04,3,7,u2_family_044,random_stratified,643,45,60,0.11553627997636795,2.0,0.03376534159948464,5,3,"[0, 0, 3, 4, 5]","[0, 0, 1, 1, 1]",simulator_gold_oracle_budget,True
formal_u2_family_061_r04:t006,formal_u2_family_061_r04,4,8,u2_family_061,random_stratified,643,46,60,0.8113319873809814,2.0,0.020301686575406576,5,5,"[3, 4, 5, 6, 0]","[1, 1, 1, 1, 0]",simulator_gold_oracle_budget,True
formal_u2_family_001_r04:t006,formal_u2_family_001_r04,4,8,u2_family_001,random_stratified,643,47,60,0.7594584822654724,2.0,0.01799683334584367,5,5,"[3, 4, 5, 0, 0]","[1, 1, 1, 0, 0]",simulator_gold_oracle_budget,True
formal_u2_family_002_r00:t003,formal_u2_family_002_r00,1,5,u2_family_002,random_stratified,643,48,60,0.11553627997636795,2.0,0.02795447931550861,5,3,"[1, 2, 3, 4, 5]","[1, 1, 1, 1, 1]",simulator_gold_oracle_budget,True
formal_u2_family_007_r01:t005,formal_u2_family_007_r01,3,7,u2_family_007,random_stratified,643,49,60,0.33675917983055115,2.0,0.006870289972977571,5,4,"[0, 3, 4, 5, 0]","[0, 1, 1, 1, 0]",simulator_gold_oracle_budget,True
formal_u2_family_008_r04:t006,formal_u2_family_008_r04,4,8,u2_family_008,random_stratified,643,50,60,0.33675917983055115,2.0,0.009387924949732803,5,4,"[0, 3, 4, 5, 0]","[0, 1, 1, 1, 0]",simulator_gold_oracle_budget,True
formal_u2_family_073_r00:t006,formal_u2_family_073_r00,4,8,u2_family_073,random_stratified,643,51,60,0.7594584822654724,2.0,0.01859924665719766,5,5,"[3, 4, 5, 6, 0]","[1, 1, 1, 1, 0]",simulator_gold_oracle_budget,True
formal_u2_family_013_r04:t006,formal_u2_family_013_r04,4,8,u2_family_013,random_stratified,643,52,60,0.7594584822654724,2.0,0.02094536531803334,5,5,"[3, 4, 5, 0, 0]","[1, 1, 1, 0, 0]",simulator_gold_oracle_budget,True
formal_u2_family_073_r05:t004,formal_u2_family_073_r05,2,6,u2_family_073,random_stratified,643,53,60,0.11553627997636795,2.0,0.02490077011965303,5,3,"[2, 0, 3, 4, 0]","[1, 0, 1, 1, 0]",simulator_gold_oracle_budget,True
formal_u2_family_067_r03:t005,formal_u2_family_067_r03,3,7,u2_family_067,random_stratified,643,54,60,0.33675917983055115,2.0,0.006925646151493277,5,4,"[0, 3, 4, 5, 0]","[0, 1, 1, 1, 0]",simulator_gold_oracle_budget,True
formal_u2_family_001_r03:t005,formal_u2_family_001_r03,3,7,u2_family_001,random_stratified,643,55,60,0.33675917983055115,2.0,0.005365619457408211,5,4,"[0, 3, 4, 5, 0]","[0, 1, 1, 1, 0]",simulator_gold_oracle_budget,True
formal_u2_family_032_r02:t006,formal_u2_family_032_r02,4,8,u2_family_032,random_stratified,643,56,60,0.33675917983055115,2.0,0.009775094829088976,5,4,"[0, 3, 4, 5, 0]","[0, 1, 1, 1, 0]",simulator_gold_oracle_budget,True
formal_u2_family_007_r03:t006,formal_u2_family_007_r03,4,8,u2_family_007,random_stratified,643,57,60,0.7594584822654724,2.0,0.021786768005635816,5,5,"[3, 4, 5, 0, 0]","[1, 1, 1, 0, 0]",simulator_gold_oracle_budget,True
formal_u2_family_055_r00:t005,formal_u2_family_055_r00,3,7,u2_family_055,random_stratified,643,58,60,0.33675917983055115,2.0,0.006788132816769971,5,4,"[0, 3, 4, 5, 0]","[0, 1, 1, 1, 0]",simulator_gold_oracle_budget,True
formal_u2_family_007_r04:t004,formal_u2_family_007_r04,2,6,u2_family_007,random_stratified,643,59,60,0.11553627997636795,2.0,0.03128464267560574,5,3,"[0, 0, 3, 4, 5]","[0, 0, 1, 1, 1]",simulator_gold_oracle_budget,True
formal_u2_family_002_r01:t004,formal_u2_family_002_r01,2,6,u2_family_002,random_stratified,643,60,60,0.33675917983055115,2.0,0.007583688359756249,5,4,"[2, 3, 4, 5, 0]","[1, 1, 1, 1, 0]",simulator_gold_oracle_budget,True
