clip_id,episode_id,start_t,end_t,root_family_id,strategy,seed,rank,budget,uncertainty,event_importance,model_disagreement,estimated_steps,predicted_event_id,gold_event_ids,gold_boundaries,provenance,not_human_annotation
formal_u2_family_067_r02:t024,formal_u2_family_067_r02,22,24,u2_family_067,entropy_x_event_importance,643,32,60,1.6525201797485352,1.0,0.008151871054950974,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_065_r02:t037,formal_u2_family_065_r02,35,38,u2_family_065,entropy_x_event_importance,643,33,60,1.6525201797485352,1.0,0.05638077073448195,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_050_r05:t024,formal_u2_family_050_r05,22,25,u2_family_050,entropy_x_event_importance,643,34,60,1.6525201797485352,1.0,0.0342980870928169,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_042_r03:t021,formal_u2_family_042_r03,19,22,u2_family_042,entropy_x_event_importance,643,35,60,1.6525201797485352,1.0,0.019319890247431165,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_021_r00:t023,formal_u2_family_021_r00,21,24,u2_family_021,entropy_x_event_importance,643,36,60,1.6525201797485352,1.0,0.028544429414251296,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_038_r05:t030,formal_u2_family_038_r05,28,31,u2_family_038,entropy_x_event_importance,643,37,60,1.6525201797485352,1.0,0.05653565230245011,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_008_r05:t023,formal_u2_family_008_r05,21,24,u2_family_008,entropy_x_event_importance,643,38,60,1.6525201797485352,1.0,0.03174195362329995,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_015_r00:t025,formal_u2_family_015_r00,23,26,u2_family_015,entropy_x_event_importance,643,39,60,1.6525201797485352,1.0,0.02883421888310158,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_057_r02:t022,formal_u2_family_057_r02,20,22,u2_family_057,entropy_x_event_importance,643,40,60,1.6525201797485352,1.0,0.009348841790861324,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_079_r02:t022,formal_u2_family_079_r02,20,22,u2_family_079,entropy_x_event_importance,643,41,60,1.6525201797485352,1.0,0.026188248210160556,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_044_r03:t024,formal_u2_family_044_r03,22,24,u2_family_044,entropy_x_event_importance,643,42,60,1.6525201797485352,1.0,0.032472052542754565,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_026_r00:t026,formal_u2_family_026_r00,24,26,u2_family_026,entropy_x_event_importance,643,43,60,1.6525201797485352,1.0,0.009571565907604553,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_032_r02:t025,formal_u2_family_032_r02,23,26,u2_family_032,entropy_x_event_importance,643,44,60,1.6525201797485352,1.0,0.028589901777455923,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_029_r04:t029,formal_u2_family_029_r04,27,29,u2_family_029,entropy_x_event_importance,643,45,60,1.6525201797485352,1.0,0.02734567808332578,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_012_r03:t025,formal_u2_family_012_r03,23,25,u2_family_012,entropy_x_event_importance,643,46,60,1.6525201797485352,1.0,0.03695748248032568,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_080_r02:t026,formal_u2_family_080_r02,24,26,u2_family_080,entropy_x_event_importance,643,47,60,1.6525201797485352,1.0,0.010669333234026763,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_062_r02:t027,formal_u2_family_062_r02,25,27,u2_family_062,entropy_x_event_importance,643,48,60,1.6525201797485352,1.0,0.04325840018965795,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_047_r03:t030,formal_u2_family_047_r03,28,31,u2_family_047,entropy_x_event_importance,643,49,60,1.6525201797485352,1.0,0.03130062572695685,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_043_r02:t023,formal_u2_family_043_r02,21,23,u2_family_043,entropy_x_event_importance,643,50,60,1.6525201797485352,1.0,0.031095061126108884,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_027_r02:t024,formal_u2_family_027_r02,22,25,u2_family_027,entropy_x_event_importance,643,51,60,1.6525201797485352,1.0,0.03190917106767216,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_073_r03:t023,formal_u2_family_073_r03,21,24,u2_family_073,entropy_x_event_importance,643,52,60,1.6525201797485352,1.0,0.053141543891469266,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_047_r05:t028,formal_u2_family_047_r05,26,28,u2_family_047,entropy_x_event_importance,643,53,60,1.6525201797485352,1.0,0.008550894212802801,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_057_r03:t023,formal_u2_family_057_r03,21,23,u2_family_057,entropy_x_event_importance,643,54,60,1.6525201797485352,1.0,0.020272027343013744,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_035_r01:t029,formal_u2_family_035_r01,27,30,u2_family_035,entropy_x_event_importance,643,55,60,1.6525201797485352,1.0,0.02664557653687189,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_050_r03:t031,formal_u2_family_050_r03,29,31,u2_family_050,entropy_x_event_importance,643,56,60,1.6525201797485352,1.0,0.14143772139791289,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_025_r00:t028,formal_u2_family_025_r00,26,28,u2_family_025,entropy_x_event_importance,643,57,60,1.6525201797485352,1.0,0.030089129167422707,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_045_r03:t023,formal_u2_family_045_r03,21,24,u2_family_045,entropy_x_event_importance,643,58,60,1.6525201797485352,1.0,0.03954528326688009,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_071_r03:t029,formal_u2_family_071_r03,27,30,u2_family_071,entropy_x_event_importance,643,59,60,1.6525201797485352,1.0,0.03369001421807246,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_077_r05:t030,formal_u2_family_077_r05,28,30,u2_family_077,entropy_x_event_importance,643,60,60,1.6525201797485352,1.0,0.011901462681483415,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
