clip_id,episode_id,start_t,end_t,root_family_id,strategy,seed,rank,budget,uncertainty,event_importance,model_disagreement,estimated_steps,predicted_event_id,gold_event_ids,gold_boundaries,provenance,not_human_annotation
formal_u2_family_051_r00:t026,formal_u2_family_051_r00,24,26,u2_family_051,entropy_only,641,36,60,1.6525201797485352,1.0,0.026806720007923182,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_077_r00:t035,formal_u2_family_077_r00,33,35,u2_family_077,entropy_only,641,37,60,1.6525201797485352,1.0,0.02486691972348316,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_031_r05:t023,formal_u2_family_031_r05,21,24,u2_family_031,entropy_only,641,38,60,1.6525201797485352,1.0,0.03299780791872057,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_037_r00:t022,formal_u2_family_037_r00,20,23,u2_family_037,entropy_only,641,39,60,1.6525201797485352,1.0,0.009582209016689762,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_043_r03:t024,formal_u2_family_043_r03,22,24,u2_family_043,entropy_only,641,40,60,1.6525201797485352,1.0,0.018394061811927022,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_045_r01:t022,formal_u2_family_045_r01,20,23,u2_family_045,entropy_only,641,41,60,1.6525201797485352,1.0,0.03261837780527883,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_065_r02:t038,formal_u2_family_065_r02,36,38,u2_family_065,entropy_only,641,42,60,1.6525201797485352,1.0,0.034331478729293395,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_018_r01:t023,formal_u2_family_018_r01,21,23,u2_family_018,entropy_only,641,43,60,1.6525201797485352,1.0,0.026030680363075317,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_051_r05:t024,formal_u2_family_051_r05,22,25,u2_family_051,entropy_only,641,44,60,1.6525201797485352,1.0,0.020864108456187174,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_005_r02:t032,formal_u2_family_005_r02,30,32,u2_family_005,entropy_only,641,45,60,1.6525201797485352,1.0,0.028321598692766292,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_059_r05:t029,formal_u2_family_059_r05,27,30,u2_family_059,entropy_only,641,46,60,1.6525201797485352,1.0,0.023214737995128177,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_027_r03:t026,formal_u2_family_027_r03,24,27,u2_family_027,entropy_only,641,47,60,1.6525201797485352,1.0,0.03901058501316926,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_041_r01:t035,formal_u2_family_041_r01,33,35,u2_family_041,entropy_only,641,48,60,1.6525201797485352,1.0,0.03921029354052185,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_024_r05:t027,formal_u2_family_024_r05,25,27,u2_family_024,entropy_only,641,49,60,1.6525201797485352,1.0,0.027284622595294027,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_056_r03:t024,formal_u2_family_056_r03,22,25,u2_family_056,entropy_only,641,50,60,1.6525201797485352,1.0,0.047423284672117885,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_000_r03:t026,formal_u2_family_000_r03,24,26,u2_family_000,entropy_only,641,51,60,1.6525201797485352,1.0,0.019592523976898306,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_019_r00:t021,formal_u2_family_019_r00,19,21,u2_family_019,entropy_only,641,52,60,1.6525201797485352,1.0,0.005056066514013024,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_045_r02:t023,formal_u2_family_045_r02,21,24,u2_family_045,entropy_only,641,53,60,1.6525201797485352,1.0,0.033249831451813136,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_063_r03:t027,formal_u2_family_063_r03,25,28,u2_family_063,entropy_only,641,54,60,1.6525201797485352,1.0,0.033893206836355425,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_014_r02:t028,formal_u2_family_014_r02,26,29,u2_family_014,entropy_only,641,55,60,1.6525201797485352,1.0,0.047441242992413,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_051_r01:t022,formal_u2_family_051_r01,20,23,u2_family_051,entropy_only,641,56,60,1.6525201797485352,1.0,0.0065846131876498735,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_023_r00:t036,formal_u2_family_023_r00,34,36,u2_family_023,entropy_only,641,57,60,1.6525201797485352,1.0,0.04026801976353552,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_031_r05:t024,formal_u2_family_031_r05,22,24,u2_family_031,entropy_only,641,58,60,1.6525201797485352,1.0,0.02083158804782282,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_038_r04:t026,formal_u2_family_038_r04,24,27,u2_family_038,entropy_only,641,59,60,1.6525201797485352,1.0,0.016436430118332502,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_039_r04:t026,formal_u2_family_039_r04,24,27,u2_family_039,entropy_only,641,60,60,1.6525201797485352,1.0,0.031910707215293536,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
