clip_id,episode_id,start_t,end_t,root_family_id,strategy,seed,rank,budget,uncertainty,event_importance,model_disagreement,estimated_steps,predicted_event_id,gold_event_ids,gold_boundaries,provenance,not_human_annotation
formal_u2_family_026_r03:t024,formal_u2_family_026_r03,22,24,u2_family_026,entropy_only,643,15,60,1.6525201797485352,1.0,0.016155044578467632,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_023_r05:t032,formal_u2_family_023_r05,30,32,u2_family_023,entropy_only,643,16,60,1.6525201797485352,1.0,0.0013817037427091186,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_006_r02:t024,formal_u2_family_006_r02,22,24,u2_family_006,entropy_only,643,17,60,1.6525201797485352,1.0,0.023085322572193607,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_050_r05:t025,formal_u2_family_050_r05,23,25,u2_family_050,entropy_only,643,18,60,1.6525201797485352,1.0,0.009667121249180809,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_047_r03:t031,formal_u2_family_047_r03,29,31,u2_family_047,entropy_only,643,19,60,1.6525201797485352,1.0,0.007051794585307783,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_024_r01:t027,formal_u2_family_024_r01,25,27,u2_family_024,entropy_only,643,20,60,1.6525201797485352,1.0,0.03032492982979309,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_071_r03:t030,formal_u2_family_071_r03,28,30,u2_family_071,entropy_only,643,21,60,1.6525201797485352,1.0,0.04844241649888616,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_035_r00:t031,formal_u2_family_035_r00,29,32,u2_family_035,entropy_only,643,22,60,1.6525201797485352,1.0,0.03395771611296586,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_067_r02:t024,formal_u2_family_067_r02,22,24,u2_family_067,entropy_only,643,23,60,1.6525201797485352,1.0,0.008151871054950974,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_065_r02:t037,formal_u2_family_065_r02,35,38,u2_family_065,entropy_only,643,24,60,1.6525201797485352,1.0,0.05638077073448195,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_050_r05:t024,formal_u2_family_050_r05,22,25,u2_family_050,entropy_only,643,25,60,1.6525201797485352,1.0,0.0342980870928169,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_042_r03:t021,formal_u2_family_042_r03,19,22,u2_family_042,entropy_only,643,26,60,1.6525201797485352,1.0,0.019319890247431165,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_021_r00:t023,formal_u2_family_021_r00,21,24,u2_family_021,entropy_only,643,27,60,1.6525201797485352,1.0,0.028544429414251296,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_038_r05:t030,formal_u2_family_038_r05,28,31,u2_family_038,entropy_only,643,28,60,1.6525201797485352,1.0,0.05653565230245011,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_008_r05:t023,formal_u2_family_008_r05,21,24,u2_family_008,entropy_only,643,29,60,1.6525201797485352,1.0,0.03174195362329995,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_015_r00:t025,formal_u2_family_015_r00,23,26,u2_family_015,entropy_only,643,30,60,1.6525201797485352,1.0,0.02883421888310158,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_057_r02:t022,formal_u2_family_057_r02,20,22,u2_family_057,entropy_only,643,31,60,1.6525201797485352,1.0,0.009348841790861324,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_079_r02:t022,formal_u2_family_079_r02,20,22,u2_family_079,entropy_only,643,32,60,1.6525201797485352,1.0,0.026188248210160556,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_044_r03:t024,formal_u2_family_044_r03,22,24,u2_family_044,entropy_only,643,33,60,1.6525201797485352,1.0,0.032472052542754565,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_026_r00:t026,formal_u2_family_026_r00,24,26,u2_family_026,entropy_only,643,34,60,1.6525201797485352,1.0,0.009571565907604553,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_032_r02:t025,formal_u2_family_032_r02,23,26,u2_family_032,entropy_only,643,35,60,1.6525201797485352,1.0,0.028589901777455923,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_029_r04:t029,formal_u2_family_029_r04,27,29,u2_family_029,entropy_only,643,36,60,1.6525201797485352,1.0,0.02734567808332578,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_012_r03:t025,formal_u2_family_012_r03,23,25,u2_family_012,entropy_only,643,37,60,1.6525201797485352,1.0,0.03695748248032568,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_080_r02:t026,formal_u2_family_080_r02,24,26,u2_family_080,entropy_only,643,38,60,1.6525201797485352,1.0,0.010669333234026763,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_062_r02:t027,formal_u2_family_062_r02,25,27,u2_family_062,entropy_only,643,39,60,1.6525201797485352,1.0,0.04325840018965795,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_047_r03:t030,formal_u2_family_047_r03,28,31,u2_family_047,entropy_only,643,40,60,1.6525201797485352,1.0,0.03130062572695685,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_043_r02:t023,formal_u2_family_043_r02,21,23,u2_family_043,entropy_only,643,41,60,1.6525201797485352,1.0,0.031095061126108884,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_027_r02:t024,formal_u2_family_027_r02,22,25,u2_family_027,entropy_only,643,42,60,1.6525201797485352,1.0,0.03190917106767216,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_073_r03:t023,formal_u2_family_073_r03,21,24,u2_family_073,entropy_only,643,43,60,1.6525201797485352,1.0,0.053141543891469266,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_047_r05:t028,formal_u2_family_047_r05,26,28,u2_family_047,entropy_only,643,44,60,1.6525201797485352,1.0,0.008550894212802801,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_057_r03:t023,formal_u2_family_057_r03,21,23,u2_family_057,entropy_only,643,45,60,1.6525201797485352,1.0,0.020272027343013744,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_035_r01:t029,formal_u2_family_035_r01,27,30,u2_family_035,entropy_only,643,46,60,1.6525201797485352,1.0,0.02664557653687189,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_050_r03:t031,formal_u2_family_050_r03,29,31,u2_family_050,entropy_only,643,47,60,1.6525201797485352,1.0,0.14143772139791289,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_025_r00:t028,formal_u2_family_025_r00,26,28,u2_family_025,entropy_only,643,48,60,1.6525201797485352,1.0,0.030089129167422707,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_045_r03:t023,formal_u2_family_045_r03,21,24,u2_family_045,entropy_only,643,49,60,1.6525201797485352,1.0,0.03954528326688009,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_071_r03:t029,formal_u2_family_071_r03,27,30,u2_family_071,entropy_only,643,50,60,1.6525201797485352,1.0,0.03369001421807246,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_077_r05:t030,formal_u2_family_077_r05,28,30,u2_family_077,entropy_only,643,51,60,1.6525201797485352,1.0,0.011901462681483415,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_056_r04:t024,formal_u2_family_056_r04,22,24,u2_family_056,entropy_only,643,52,60,1.6525201797485352,1.0,0.017868510351852492,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_053_r05:t031,formal_u2_family_053_r05,29,32,u2_family_053,entropy_only,643,53,60,1.6525201797485352,1.0,0.020419906218988038,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_077_r00:t034,formal_u2_family_077_r00,32,35,u2_family_077,entropy_only,643,54,60,1.6525201797485352,1.0,0.03540548789436505,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_041_r05:t034,formal_u2_family_041_r05,32,35,u2_family_041,entropy_only,643,55,60,1.6525201797485352,1.0,0.04463545446157081,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_083_r03:t029,formal_u2_family_083_r03,27,30,u2_family_083,entropy_only,643,56,60,1.6525201797485352,1.0,0.025345030497345447,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_061_r02:t027,formal_u2_family_061_r02,25,27,u2_family_061,entropy_only,643,57,60,1.6525201797485352,1.0,0.02454759801518276,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_003_r02:t025,formal_u2_family_003_r02,23,25,u2_family_003,entropy_only,643,58,60,1.6525201797485352,1.0,0.03358248161745586,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_038_r00:t030,formal_u2_family_038_r00,28,30,u2_family_038,entropy_only,643,59,60,1.6525201797485352,1.0,0.023102016493659425,3,0,"[7, 0, 8]","[1, 0, 1]",simulator_gold_oracle_budget,True
formal_u2_family_069_r03:t022,formal_u2_family_069_r03,20,23,u2_family_069,entropy_only,643,60,60,1.6525201797485352,1.0,0.03626186542471012,4,0,"[0, 7, 0, 8]","[0, 1, 0, 1]",simulator_gold_oracle_budget,True
