artifact_id,task_id,raw_path,resolved_path,exists,loader,provenance,data_role,raw_fields,action_semantics,timestamps_available,terminal_reason_available,goal_evaluator_id,source_policy_id,root_family_id,previously_used_as_test,reason
transport_dual_order__A_first__010,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__010.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__010.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_010,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__011,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__011.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__011.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_011,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__012,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__012.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__012.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_012,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__013,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__013.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__013.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_013,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__014,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__014.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__014.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_014,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__015,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__015.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__015.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_015,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__016,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__016.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__016.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_016,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__017,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__017.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__017.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_017,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__018,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__018.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__018.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_018,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__019,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__019.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__019.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_019,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__020,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__020.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__020.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_020,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__021,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__021.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__021.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_021,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__022,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__022.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__022.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_022,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__023,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__023.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__023.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_023,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__024,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__024.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__024.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_024,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__025,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__025.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__025.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_025,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__026,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__026.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__026.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_026,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__027,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__027.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__027.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_027,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__028,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__028.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__028.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_028,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__029,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__029.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__029.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_029,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__030,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__030.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__030.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_030,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__031,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__031.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__031.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_031,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__032,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__032.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__032.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_032,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__033,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__033.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__033.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_033,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__034,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__034.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__034.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_034,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__035,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__035.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__035.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_035,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__036,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__036.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__036.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_036,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__037,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__037.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__037.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_037,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__038,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__038.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__038.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_038,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__039,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__039.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__039.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_039,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__040,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__040.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__040.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_040,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__041,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__041.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__041.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_041,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__042,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__042.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__042.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_042,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__043,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__043.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__043.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_043,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__044,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__044.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__044.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_044,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__045,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__045.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__045.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_045,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__046,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__046.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__046.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_046,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__047,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__047.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__047.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_047,false,existing scripted environment rollout; mechanism-only evidence
transport_dual_order__A_first__048,transport_dual_order,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__048.npz,/home/__compress_data/xushijie/CUPID/artifacts/pathgraph_sarm/stage6/policy_data_v1/episodes/transport_dual_order__A_first__048.npz,true,npz_rollout,deterministic_state_machine_probe,learnable,"observations,action_applied,env_rewards",actual_applied,false,true,TransportGraphEnv.info.success,scripted_env_controller,transport_dual_order__A_first_group_048,false,existing scripted environment rollout; mechanism-only evidence
