content_group_id,input_sha256,content_group_size,rollout_id,root_family_id,split,stratum,online_source,control_sha256,statistics_unit
1a4f79d0f697e41c,1a4f79d0f697e41c762f75588691c7d68567688df90829a203ad1ec642c824bc,1,L2RAR1_COMM_03_510000_r02,L2RAR1_COMM_03_510000,dev_select,commanded_release,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_COMM_03_510000/rollout_02/observations_dense.jsonl,a3e76b084edc279c933ed20b3f423f5180fffca955ecf1a164fcdcdaa12ea14c,root_family_id
1a9180d88ff155d1,1a9180d88ff155d1af618e998cdb3712ea5171cfe7e059c8c6c21bea8a6af854,1,L2RAR1_COMM_00_510000_r00,L2RAR1_COMM_00_510000,dev_fit,commanded_release,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_COMM_00_510000/rollout_00/observations_dense.jsonl,8d6ffc74023723f65b1d1d8aaa4bfeda7e69341393fb297b40184a3da5fa4a32,root_family_id
1aa8825ba47b2782,1aa8825ba47b278206e36bc6d078a9afda78b0a430422444f9502badc4e5340c,1,L2RAR1_MISS_00_510000_r00,L2RAR1_MISS_00_510000,dev_fit,miss_without_prior_hold,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_MISS_00_510000/rollout_00/observations_dense.jsonl,8c648ae7b337988c9eacbde02373d3fb56dcd740d43dde4b7a8e28505e36c9dc,root_family_id
1af51699ef8a7a35,1af51699ef8a7a35e59698d42c1f09dd302e74a0d885bad6c512fabc1ac872c0,1,L2RAR1_TOUC_02_510000_r03,L2RAR1_TOUC_02_510000,dev_select,touch_without_hold_then_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_TOUC_02_510000/rollout_03/observations_dense.jsonl,ce976d6e3b7811415fed8105f1a24d25ec84236d4e999140ea08773980e54824,root_family_id
1cbc2a89b9ecbe15,1cbc2a89b9ecbe15b101deb23988492cf003bf35ce016fb06b8c46a086d00f96,1,L2RAR1_TOUC_01_510000_r03,L2RAR1_TOUC_01_510000,dev_fit,touch_without_hold_then_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_TOUC_01_510000/rollout_03/observations_dense.jsonl,15646c0087432e3e2f83f7e8b4ba80dc00a7e51bb24e7104cec4ad288d74f108,root_family_id
1ea3cc843bb04a3e,1ea3cc843bb04a3e116e70b7a4356917ecff5b9ee6db3d9a6999370ffbb18276,1,L2RAR1_TOUC_03_510000_r00,L2RAR1_TOUC_03_510000,dev_select,touch_without_hold_then_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_TOUC_03_510000/rollout_00/observations_dense.jsonl,0fc8216b28c06a0a78650b5267cbc7d06cd1773b844e844629ee1de79b00eda5,root_family_id
1ee3b3532fbc9fa7,1ee3b3532fbc9fa788791b2e676b9a13538e15831d621d06201357de787890f9,1,L2RAR1_HIST_00_510000_r03,L2RAR1_HIST_00_510000,dev_fit,history_or_visual_unavailable,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_HIST_00_510000/rollout_03/observations_dense.jsonl,f7c1501058623679383a80ad9c59d4173953ae6812ed0e61d8a482d2e39aa533,root_family_id
22dcd30db6ae1fda,22dcd30db6ae1fda36a56a48c428812d6ac31e0a2f741322efc72cf2e48e6d02,1,L2RAR1_LONG_01_510000_r03,L2RAR1_LONG_01_510000,dev_fit,long_gap_after_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_LONG_01_510000/rollout_03/observations_dense.jsonl,ae203ae9bd070314d46ed317755cf9a7b653fc176ed5a84666f422428a70d4a8,root_family_id
248d5105dd0a9ebb,248d5105dd0a9ebb3b1c2de36f357366cf9e5a271a5ba0bfef8ee0815dd692a8,1,L2RAR1_COMM_02_510000_r03,L2RAR1_COMM_02_510000,dev_select,commanded_release,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_COMM_02_510000/rollout_03/observations_dense.jsonl,c083d1eb022e7317919997ad4bcfa3dfb18d5c4ec8496d5435babc703abb2ca4,root_family_id
2505f7db8e375346,2505f7db8e375346d6e02a90c0fc5cb4ce8738fdfcc362fd0bd143d877fc7e0c,1,L2RAR1_HIST_02_510000_r01,L2RAR1_HIST_02_510000,dev_select,history_or_visual_unavailable,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_HIST_02_510000/rollout_01/observations_dense.jsonl,54332a61805ef6f77c8b364f0a6ec56a309c999ed5d2af7fa16064ebd8191e52,root_family_id
26436b87b793f5b5,26436b87b793f5b5352c4f52c06ba80b0b057a629b486f08c26b5a562345a0d2,1,L2RAR1_HIST_03_510000_r03,L2RAR1_HIST_03_510000,dev_select,history_or_visual_unavailable,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_HIST_03_510000/rollout_03/observations_dense.jsonl,ae89fb2203de9445c1e7c18c699f21e0ef6e1935920627cba9df2983d7587c9d,root_family_id
28053517d4a69547,28053517d4a695477e71cafb9d88df59959af357cd04dad2a01c7d84d8b32794,1,L2RAR1_COMM_01_510000_r02,L2RAR1_COMM_01_510000,dev_fit,commanded_release,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_COMM_01_510000/rollout_02/observations_dense.jsonl,f4d26ca13aaec7e3a5e460bc604e8377440a1149850df0a42d2b39a87884de11,root_family_id
2ab2f86680b6fefa,2ab2f86680b6fefa3172200314bf0406e83723345e8bcf2de495544478e2e618,1,L2RAR1_NORM_01_510000_r03,L2RAR1_NORM_01_510000,dev_fit,normal_hold_pause_resume,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_NORM_01_510000/rollout_03/observations_dense.jsonl,6bd92afdddf3a287309d611cd5d9f816dbb0065854d2e772d906a962b31de7d1,root_family_id
2f8382abd973a622,2f8382abd973a6223e11ca9aa2c715891c5690ccccfc1c0f2d02fa7faf3822bb,1,L2RAR1_TOUC_01_510000_r00,L2RAR1_TOUC_01_510000,dev_fit,touch_without_hold_then_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_TOUC_01_510000/rollout_00/observations_dense.jsonl,64788384db194914ff02a8edebcc6436b8337657b665643baea8be98c84a157a,root_family_id
305c8dad30f38c17,305c8dad30f38c1738f6be25f74dd34d6cf753d914ed40a9b4470ea7959e883b,1,L2RAR1_COMM_01_510000_r03,L2RAR1_COMM_01_510000,dev_fit,commanded_release,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_COMM_01_510000/rollout_03/observations_dense.jsonl,2db821c250f2ef871037955afeacdd54c317716363402ee4d47b906af49428df,root_family_id
321553dcee3080a5,321553dcee3080a5c526c213a48ef8d971a52633a01162b5554cfab5a5d9278c,1,L2RAR1_LONG_02_510000_r03,L2RAR1_LONG_02_510000,dev_select,long_gap_after_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_LONG_02_510000/rollout_03/observations_dense.jsonl,ce59524865f2663e26ffa811e2afdd7868e64bfb6e98bbac940fa25013382041,root_family_id
327ce060f0789e01,327ce060f0789e017c3f3c7176774153989d873fabc7968fbe54cc62968942d6,1,L2RAR1_LOSS_02_510000_r02,L2RAR1_LOSS_02_510000,dev_select,loss_after_observed_hold,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_LOSS_02_510000/rollout_02/observations_dense.jsonl,7ac633299cfd8bf617555d1b8ef18787ba0ac78391e058a8cbfce2cb4b18543a,root_family_id
32e75241a3c1d579,32e75241a3c1d579d6d59e906121c33053b5b34eeb25c46bcc8bbbc4bc271d18,1,L2RAR1_MISS_01_510000_r01,L2RAR1_MISS_01_510000,dev_fit,miss_without_prior_hold,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_MISS_01_510000/rollout_01/observations_dense.jsonl,32596af201fc29c9addac8f886ef3715c2441949bcf3ea718d9df6014644585d,root_family_id
3460a3ecbeaa06d6,3460a3ecbeaa06d64afa9ba2a19672debc53aae6d6a7b59bae4e31d516c3c290,1,L2RAR1_TOUC_02_510000_r01,L2RAR1_TOUC_02_510000,dev_select,touch_without_hold_then_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_TOUC_02_510000/rollout_01/observations_dense.jsonl,4d391ad786ef175f62da8dae752397e96486d6def1e9c7e2056a249860117c1d,root_family_id
34ba31e46f4f48a1,34ba31e46f4f48a10c59f937b905e33997d591da3607f481eea51ba1d71fce5f,1,L2RAR1_HIST_01_510000_r02,L2RAR1_HIST_01_510000,dev_fit,history_or_visual_unavailable,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_HIST_01_510000/rollout_02/observations_dense.jsonl,4edfd5ccb3cf37489907bd371876e59de5b9d02185b6ca9131ff9ddc404aca89,root_family_id
3783f9e216f1ff31,3783f9e216f1ff31af083283eb39310b123eaa5890424e646e7840cead2adaf4,1,L2RAR1_LONG_02_510000_r02,L2RAR1_LONG_02_510000,dev_select,long_gap_after_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_LONG_02_510000/rollout_02/observations_dense.jsonl,4d011a22d9fce8dced3d69c8f35814fcf31f7ba17a5d87278b74c4c2fad4dca4,root_family_id
3826f2fbc3299e68,3826f2fbc3299e68d0e7e1906bf54e50bb3fc575a5bd32d0b789ca22c4fc4b6e,1,L2RAR1_HIST_02_510000_r00,L2RAR1_HIST_02_510000,dev_select,history_or_visual_unavailable,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_HIST_02_510000/rollout_00/observations_dense.jsonl,5a98f73a60edf53ad60cf68954a8d9a426094c03a4a57c75ed59490f4e41ea4f,root_family_id
38e97d9c8e8a5988,38e97d9c8e8a59883e1e6eb5f7ced7b5dd6a6d59fed45ecd942685ba9abab77e,1,L2RAR1_MISS_02_510000_r00,L2RAR1_MISS_02_510000,dev_select,miss_without_prior_hold,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_MISS_02_510000/rollout_00/observations_dense.jsonl,1a7465b0d8fb005970c7a5bfee25685715d09bae0b2374462e88a1c4113fd601,root_family_id
394fb852b14e9e8a,394fb852b14e9e8af83a3a310c632fc7cf9eff0e2357935cdadbb1e0dc221f4c,1,L2RAR1_BRIE_01_510000_r01,L2RAR1_BRIE_01_510000,dev_fit,brief_true_hold_then_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_BRIE_01_510000/rollout_01/observations_dense.jsonl,ef70019efd8e29b1ea0b3805e626f30ec56bb506bdc309a6b98d942a110343be,root_family_id
3a1cb61798a2fce0,3a1cb61798a2fce0b4d2cd7a30a3479f7a0726b90fa5b38607524672fef3b9ee,1,L2RAR1_NORM_03_510000_r02,L2RAR1_NORM_03_510000,dev_select,normal_hold_pause_resume,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_NORM_03_510000/rollout_02/observations_dense.jsonl,7eb66a14df51c1cf40ceedcf15a5453dd9572efeb5bda5d94ee9607efed217b8,root_family_id
3fac131a7abe104a,3fac131a7abe104a9746f351dff1051634a3286d9b29026d3c427a16b54a1f53,1,L2RAR1_LONG_02_510000_r00,L2RAR1_LONG_02_510000,dev_select,long_gap_after_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_LONG_02_510000/rollout_00/observations_dense.jsonl,5a98f73a60edf53ad60cf68954a8d9a426094c03a4a57c75ed59490f4e41ea4f,root_family_id
3fdba1dd9764217e,3fdba1dd9764217ec7994d4e59b0b6205c6a1660101cebef3aa10b0ffce9c2ac,1,L2RAR1_LONG_03_510000_r01,L2RAR1_LONG_03_510000,dev_select,long_gap_after_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_LONG_03_510000/rollout_01/observations_dense.jsonl,a985f9968e899eca112f06e95fd6c9bf752d330f92da0e6072cbba93bfe1c84b,root_family_id
42f85af4484d1da4,42f85af4484d1da4653ce4c115dfa40c936ee79ce02a47c69847bc83b1f06b32,1,L2RAR1_TOUC_01_510000_r02,L2RAR1_TOUC_01_510000,dev_fit,touch_without_hold_then_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_TOUC_01_510000/rollout_02/observations_dense.jsonl,d07fac309830fda11d145649bd5b91dcb8c405df0b3aa862d89b32b463d58b87,root_family_id
43a1d4d168b1059c,43a1d4d168b1059cc05e1d4a811bff07dc998f7ffac4112b79f9f603ce2a4d98,1,L2RAR1_MISS_01_510000_r03,L2RAR1_MISS_01_510000,dev_fit,miss_without_prior_hold,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_MISS_01_510000/rollout_03/observations_dense.jsonl,ceaa0c6a82487991af4304f368ded83cf19dbf8dbd4999c762bc077e9aaeebf2,root_family_id
46218417291a7eb5,46218417291a7eb5de2e363aee87dc41299b5483c03a6abf567b0f9204c9e594,1,L2RAR1_COMM_02_510000_r00,L2RAR1_COMM_02_510000,dev_select,commanded_release,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_COMM_02_510000/rollout_00/observations_dense.jsonl,bb50c59494514d666eb3c31db2984d1fd385a82216d3f508a184b5f685f44cfe,root_family_id
47003ac5defc08ea,47003ac5defc08ea15d5b2df95b20339f2e2f05bab51a85e957636494b6556be,1,L2RAR1_BRIE_00_510000_r03,L2RAR1_BRIE_00_510000,dev_fit,brief_true_hold_then_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_BRIE_00_510000/rollout_03/observations_dense.jsonl,2a2ed2a6c49606e3a3025f234c32b2ead1e5ebb7045a23faf688b63c0908d02f,root_family_id
474e42fd3eadd158,474e42fd3eadd158d7dd52b3c18f4e86e7f424dac673d417b4e0d494e3a96e5a,1,L2RAR1_BRIE_03_510000_r01,L2RAR1_BRIE_03_510000,dev_select,brief_true_hold_then_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_BRIE_03_510000/rollout_01/observations_dense.jsonl,8435e2f27ce8458b36a5c3153c5fcd378737c7b713812bdc7197b445266be902,root_family_id
4961773ca895a3e5,4961773ca895a3e57ea1ed4fa8d17b73f97b674e0a3221472b1414b6fe972dc6,1,L2RAR1_COMM_03_510000_r00,L2RAR1_COMM_03_510000,dev_select,commanded_release,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_COMM_03_510000/rollout_00/observations_dense.jsonl,e95b544bb0d1c4e877cfbffc105fe74c9016bf1b05163e8115ae70b8be6bbbba,root_family_id
4d3076bb874359dd,4d3076bb874359dd66cc63db901e5fffb15945d63a2ca60ac822dabd1db00115,1,L2RAR1_MISS_02_510000_r01,L2RAR1_MISS_02_510000,dev_select,miss_without_prior_hold,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_MISS_02_510000/rollout_01/observations_dense.jsonl,473361e38f4e52e33890324a4d7d23f07eabb3670080206a8556eeda85e6629b,root_family_id
50d82a10e67332e1,50d82a10e67332e105d69f07ebb19eeefb830619ff617068804217aafa525e71,1,L2RAR1_NORM_01_510000_r01,L2RAR1_NORM_01_510000,dev_fit,normal_hold_pause_resume,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_NORM_01_510000/rollout_01/observations_dense.jsonl,aba827e7edab9e9472693f60a9df312d29a7e37b35397792afc38fa19d0922ee,root_family_id
52f138c078102da6,52f138c078102da684ebc56e89ca871c1b7c71ce71ad0c4821857a429cf6e00d,1,L2RAR1_MISS_01_510000_r00,L2RAR1_MISS_01_510000,dev_fit,miss_without_prior_hold,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_MISS_01_510000/rollout_00/observations_dense.jsonl,58e648fbabbbcd6750edfc7aeaedea91c6f8d01a69d98f5de250eb7e916e1e5e,root_family_id
5c4457f7e566fd49,5c4457f7e566fd499f3bc824daaaf8331a840ec6c84c3613aa7aa5e50c683b5b,1,L2RAR1_BRIE_02_510000_r01,L2RAR1_BRIE_02_510000,dev_select,brief_true_hold_then_loss,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_BRIE_02_510000/rollout_01/observations_dense.jsonl,219625fefd9bb65545de03881ee90edb016fcce9cb43e077d06e7038f909a583,root_family_id
5d1fb33eeff717bd,5d1fb33eeff717bd291b0f8a2fd463d4b85947478936891e83568e364f11e021,1,L2RAR1_LOSS_03_510000_r02,L2RAR1_LOSS_03_510000,dev_select,loss_after_observed_hold,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_LOSS_03_510000/rollout_02/observations_dense.jsonl,5d8f9401a048cd5ee629cccf858ab4bf28318e380856f4b278a6b03507985586,root_family_id
60c252d5498fff46,60c252d5498fff46925489141f87ff5b7ae19a87eafcecbdbf76b5fe20ac1506,1,L2RAR1_NORM_02_510000_r03,L2RAR1_NORM_02_510000,dev_select,normal_hold_pause_resume,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_NORM_02_510000/rollout_03/observations_dense.jsonl,47bd60a855762d6eac32635f22cb9790d46bf1de18b575e555ffc60182ce59e4,root_family_id
6154ae7b6cd476e1,6154ae7b6cd476e1530ccdc46fd2a533519dcbb671ebadbc96fc9a1a9ae3b6dd,1,L2RAR1_MISS_03_510000_r03,L2RAR1_MISS_03_510000,dev_select,miss_without_prior_hold,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_MISS_03_510000/rollout_03/observations_dense.jsonl,054a08b9ff296341ee81d9228a2deaff5b83b31ef5f2ac6592f21c2e2ce04a39,root_family_id
65ea15dd325ca42d,65ea15dd325ca42d3b53795675ebb4a11e819bf3dc645e024bb63d60567ab6c0,1,L2RAR1_NORM_01_510000_r00,L2RAR1_NORM_01_510000,dev_fit,normal_hold_pause_resume,/home/__compress_data/xushijie/graph_l2ra_r1_worktree/artifacts/pathgraph_sarm/upgrade_v2/hold_evidence_l2rar1_v2/data/new_development/rollouts/L2RAR1_NORM_01_510000/rollout_00/observations_dense.jsonl,fb6db0433855a5c55ad8925df76af2168b1ca7cc82f29a1695ae157f37601248,root_family_id
