clip_id,episode_id,start_t,end_t,root_family_id,strategy,seed,rank,budget,uncertainty,event_importance,model_disagreement,estimated_steps,predicted_event_id
formal_u2_family_049_r03:t025,formal_u2_family_049_r03,23,26,u2_family_049,entropy_only,642,31,60,1.6525201797485352,1.0,0.03380643359713018,4,0
formal_u2_family_030_r03:t023,formal_u2_family_030_r03,21,23,u2_family_030,entropy_only,642,32,60,1.6525201797485352,1.0,0.004749583518254091,3,0
formal_u2_family_031_r01:t021,formal_u2_family_031_r01,19,22,u2_family_031,entropy_only,642,33,60,1.6525201797485352,1.0,0.03805502387676681,4,0
formal_u2_family_024_r00:t026,formal_u2_family_024_r00,24,26,u2_family_024,entropy_only,642,34,60,1.6525201797485352,1.0,0.032121796768173776,3,0
formal_u2_family_013_r04:t030,formal_u2_family_013_r04,28,31,u2_family_013,entropy_only,642,35,60,1.6525201797485352,1.0,0.02279469680205861,4,0
formal_u2_family_012_r05:t021,formal_u2_family_012_r05,19,22,u2_family_012,entropy_only,642,36,60,1.6525201797485352,1.0,0.0157812023585202,4,0
formal_u2_family_066_r05:t025,formal_u2_family_066_r05,23,25,u2_family_066,entropy_only,642,37,60,1.6525201797485352,1.0,0.008667131957860343,3,0
formal_u2_family_012_r05:t022,formal_u2_family_012_r05,20,22,u2_family_012,entropy_only,642,38,60,1.6525201797485352,1.0,0.016263541513570307,3,0
formal_u2_family_009_r03:t022,formal_u2_family_009_r03,20,23,u2_family_009,entropy_only,642,39,60,1.6525201797485352,1.0,0.03432266162803557,4,0
formal_u2_family_033_r00:t024,formal_u2_family_033_r00,22,24,u2_family_033,entropy_only,642,40,60,1.6525201797485352,1.0,0.008217550188944635,3,0
formal_u2_family_056_r04:t024,formal_u2_family_056_r04,22,24,u2_family_056,entropy_only,642,41,60,1.6525201797485352,1.0,0.017868510351852492,3,0
formal_u2_family_079_r04:t022,formal_u2_family_079_r04,20,23,u2_family_079,entropy_only,642,42,60,1.6525201797485352,1.0,0.056391751161147016,4,0
formal_u2_family_019_r03:t023,formal_u2_family_019_r03,21,24,u2_family_019,entropy_only,642,43,60,1.6525201797485352,1.0,0.028219392774256977,4,0
formal_u2_family_014_r05:t023,formal_u2_family_014_r05,21,24,u2_family_014,entropy_only,642,44,60,1.6525201797485352,1.0,0.023849184858362255,4,0
formal_u2_family_067_r00:t026,formal_u2_family_067_r00,24,27,u2_family_067,entropy_only,642,45,60,1.6525201797485352,1.0,0.0423413657814742,4,0
formal_u2_family_039_r03:t025,formal_u2_family_039_r03,23,26,u2_family_039,entropy_only,642,46,60,1.6525201797485352,1.0,0.03064087906857901,4,0
formal_u2_family_057_r03:t022,formal_u2_family_057_r03,20,23,u2_family_057,entropy_only,642,47,60,1.6525201797485352,1.0,0.020142612123055008,4,0
formal_u2_family_020_r04:t025,formal_u2_family_020_r04,23,26,u2_family_020,entropy_only,642,48,60,1.6525201797485352,1.0,0.05159957233824543,4,0
formal_u2_family_032_r02:t026,formal_u2_family_032_r02,24,26,u2_family_032,entropy_only,642,49,60,1.6525201797485352,1.0,0.019269810255347287,3,0
formal_u2_family_066_r04:t022,formal_u2_family_066_r04,20,22,u2_family_066,entropy_only,642,50,60,1.6525201797485352,1.0,0.0243640436386666,3,0
formal_u2_family_031_r05:t023,formal_u2_family_031_r05,21,24,u2_family_031,entropy_only,642,51,60,1.6525201797485352,1.0,0.03299780791872057,4,0
formal_u2_family_069_r03:t023,formal_u2_family_069_r03,21,23,u2_family_069,entropy_only,642,52,60,1.6525201797485352,1.0,0.025517634341372185,3,0
formal_u2_family_067_r04:t024,formal_u2_family_067_r04,22,25,u2_family_067,entropy_only,642,53,60,1.6525201797485352,1.0,0.04356421243465815,4,0
formal_u2_family_073_r04:t027,formal_u2_family_073_r04,25,27,u2_family_073,entropy_only,642,54,60,1.6525201797485352,1.0,0.02793114498563181,3,0
formal_u2_family_065_r01:t036,formal_u2_family_065_r01,34,36,u2_family_065,entropy_only,642,55,60,1.6525201797485352,1.0,0.04041403837340686,3,0
formal_u2_family_055_r05:t023,formal_u2_family_055_r05,21,23,u2_family_055,entropy_only,642,56,60,1.6525201797485352,1.0,0.006476538776208049,3,0
formal_u2_family_059_r00:t033,formal_u2_family_059_r00,31,33,u2_family_059,entropy_only,642,57,60,1.6525201797485352,1.0,0.01650321790578457,3,0
formal_u2_family_041_r05:t034,formal_u2_family_041_r05,32,35,u2_family_041,entropy_only,642,58,60,1.6525201797485352,1.0,0.04463545446157081,4,0
formal_u2_family_048_r04:t025,formal_u2_family_048_r04,23,25,u2_family_048,entropy_only,642,59,60,1.6525201797485352,1.0,0.01969014514101236,3,0
formal_u2_family_047_r05:t028,formal_u2_family_047_r05,26,28,u2_family_047,entropy_only,642,60,60,1.6525201797485352,1.0,0.008550894212802801,3,0
