clip_id,episode_id,start_t,end_t,root_family_id,strategy,seed,rank,budget,uncertainty,event_importance,model_disagreement,estimated_steps,predicted_event_id
formal_u2_family_068_r04:t006,formal_u2_family_068_r04,4,8,u2_family_068,random_stratified,642,38,60,0.7594584822654724,2.0,0.021809878683803997,5,5
formal_u2_family_043_r04:t005,formal_u2_family_043_r04,3,7,u2_family_043,random_stratified,642,39,60,0.33675917983055115,2.0,0.00723430336472104,5,4
formal_u2_family_001_r04:t006,formal_u2_family_001_r04,4,8,u2_family_001,random_stratified,642,40,60,0.7594584822654724,2.0,0.01799683334584367,5,5
formal_u2_family_073_r00:t006,formal_u2_family_073_r00,4,8,u2_family_073,random_stratified,642,41,60,0.7594584822654724,2.0,0.01859924665719766,5,5
formal_u2_family_020_r00:t006,formal_u2_family_020_r00,4,8,u2_family_020,random_stratified,642,42,60,0.33675917983055115,2.0,0.009153864442913594,5,4
formal_u2_family_002_r00:t004,formal_u2_family_002_r00,2,6,u2_family_002,random_stratified,642,43,60,0.33675917983055115,2.0,0.0047656656560497255,5,4
formal_u2_family_019_r01:t005,formal_u2_family_019_r01,3,7,u2_family_019,random_stratified,642,44,60,0.33675917983055115,2.0,0.006857481433479885,5,4
formal_u2_family_038_r01:t004,formal_u2_family_038_r01,2,6,u2_family_038,random_stratified,642,45,60,0.33675917983055115,2.0,0.007112844650266341,5,4
formal_u2_family_062_r04:t003,formal_u2_family_062_r04,1,5,u2_family_062,random_stratified,642,46,60,0.11553627997636795,2.0,0.028042837588453173,5,3
formal_u2_family_056_r04:t005,formal_u2_family_056_r04,3,7,u2_family_056,random_stratified,642,47,60,0.8383640050888062,2.0,0.016423760816331345,5,5
formal_u2_family_020_r01:t007,formal_u2_family_020_r01,5,9,u2_family_020,random_stratified,642,48,60,0.7594584822654724,2.0,0.02718467916343897,5,5
formal_u2_family_062_r04:t004,formal_u2_family_062_r04,2,6,u2_family_062,random_stratified,642,49,60,0.33675917983055115,2.0,0.0057740029491804915,5,4
formal_u2_family_014_r03:t006,formal_u2_family_014_r03,4,8,u2_family_014,random_stratified,642,50,60,0.7594584822654724,2.0,0.018325597252116518,5,5
formal_u2_family_037_r01:t004,formal_u2_family_037_r01,2,6,u2_family_037,random_stratified,642,51,60,0.11553627997636795,2.0,0.024965388120893123,5,3
formal_u2_family_044_r02:t006,formal_u2_family_044_r02,4,8,u2_family_044,random_stratified,642,52,60,0.33675917983055115,2.0,0.009223096799677567,5,4
formal_u2_family_079_r04:t004,formal_u2_family_079_r04,2,6,u2_family_079,random_stratified,642,53,60,0.11553627997636795,2.0,0.031189273692993544,5,3
formal_u2_family_014_r02:t005,formal_u2_family_014_r02,3,7,u2_family_014,random_stratified,642,54,60,0.33675917983055115,2.0,0.005167860628297564,5,4
formal_u2_family_008_r05:t007,formal_u2_family_008_r05,5,9,u2_family_008,random_stratified,642,55,60,0.7594584822654724,2.0,0.02646861197293891,5,5
formal_u2_family_050_r05:t005,formal_u2_family_050_r05,3,7,u2_family_050,random_stratified,642,56,60,0.33675917983055115,2.0,0.005114964538262873,5,4
formal_u2_family_020_r05:t006,formal_u2_family_020_r05,4,8,u2_family_020,random_stratified,642,57,60,0.33675917983055115,2.0,0.009423921734981704,5,4
formal_u2_family_007_r01:t005,formal_u2_family_007_r01,3,7,u2_family_007,random_stratified,642,58,60,0.33675917983055115,2.0,0.006870289972977571,5,4
formal_u2_family_026_r01:t006,formal_u2_family_026_r01,4,8,u2_family_026,random_stratified,642,59,60,0.7594584822654724,2.0,0.018179144241488542,5,5
formal_u2_family_019_r03:t006,formal_u2_family_019_r03,4,8,u2_family_019,random_stratified,642,60,60,0.8113319873809814,2.0,0.01932931692215709,5,5
