clip_id,episode_id,start_t,end_t,root_family_id,strategy,seed,rank,budget,uncertainty,event_importance,model_disagreement,estimated_steps,predicted_event_id
formal_u2_family_014_r00:t005,formal_u2_family_014_r00,3,7,u2_family_014,random_stratified,641,36,60,0.33675917983055115,2.0,0.006124655091992706,5,4
formal_u2_family_044_r03:t007,formal_u2_family_044_r03,5,9,u2_family_044,random_stratified,641,37,60,0.7594584822654724,2.0,0.026919676725816872,5,5
formal_u2_family_031_r03:t005,formal_u2_family_031_r03,3,7,u2_family_031,random_stratified,641,38,60,0.33675917983055115,2.0,0.0068773427324229355,5,4
formal_u2_family_068_r02:t005,formal_u2_family_068_r02,3,7,u2_family_068,random_stratified,641,39,60,0.33675917983055115,2.0,0.006886602365708778,5,4
formal_u2_family_050_r00:t005,formal_u2_family_050_r00,3,7,u2_family_050,random_stratified,641,40,60,0.33675917983055115,2.0,0.004779428634372889,5,4
formal_u2_family_019_r03:t004,formal_u2_family_019_r03,2,6,u2_family_019,random_stratified,641,41,60,0.11553627997636795,2.0,0.03064364081263266,5,3
formal_u2_family_068_r00:t005,formal_u2_family_068_r00,3,7,u2_family_068,random_stratified,641,42,60,0.33675917983055115,2.0,0.0064676248250443635,5,4
formal_u2_family_002_r03:t004,formal_u2_family_002_r03,2,6,u2_family_002,random_stratified,641,43,60,0.33675917983055115,2.0,0.004629548399666197,5,4
formal_u2_family_044_r02:t007,formal_u2_family_044_r02,5,9,u2_family_044,random_stratified,641,44,60,0.7594584822654724,2.0,0.025866533818235147,5,5
formal_u2_family_019_r02:t004,formal_u2_family_019_r02,2,6,u2_family_019,random_stratified,641,45,60,0.11553627997636795,2.0,0.03073626120164321,5,3
formal_u2_family_008_r03:t006,formal_u2_family_008_r03,4,8,u2_family_008,random_stratified,641,46,60,0.33675917983055115,2.0,0.009507867846806581,5,4
formal_u2_family_014_r00:t006,formal_u2_family_014_r00,4,8,u2_family_014,random_stratified,641,47,60,0.7594584822654724,2.0,0.01726236687927115,5,5
formal_u2_family_056_r04:t003,formal_u2_family_056_r04,1,5,u2_family_056,random_stratified,641,48,60,0.19151626527309418,2.0,0.03012214310514985,5,3
formal_u2_family_050_r03:t006,formal_u2_family_050_r03,4,8,u2_family_050,random_stratified,641,49,60,0.7594584822654724,2.0,0.017960212282335828,5,5
formal_u2_family_008_r00:t006,formal_u2_family_008_r00,4,8,u2_family_008,random_stratified,641,50,60,0.33675917983055115,2.0,0.009917639622844367,5,4
formal_u2_family_043_r04:t005,formal_u2_family_043_r04,3,7,u2_family_043,random_stratified,641,51,60,0.33675917983055115,2.0,0.00723430336472104,5,4
formal_u2_family_014_r05:t004,formal_u2_family_014_r05,2,6,u2_family_014,random_stratified,641,52,60,0.11553627997636795,2.0,0.02469092497767221,5,3
formal_u2_family_055_r04:t006,formal_u2_family_055_r04,4,8,u2_family_055,random_stratified,641,53,60,0.7594584822654724,2.0,0.022370120204357653,5,5
formal_u2_family_056_r03:t005,formal_u2_family_056_r03,3,7,u2_family_056,random_stratified,641,54,60,0.8113319873809814,2.0,0.016537187199622657,5,5
formal_u2_family_013_r00:t004,formal_u2_family_013_r00,2,6,u2_family_013,random_stratified,641,55,60,0.11553627997636795,2.0,0.024842653992661695,5,3
formal_u2_family_068_r05:t004,formal_u2_family_068_r05,2,6,u2_family_068,random_stratified,641,56,60,0.11553627997636795,2.0,0.030538674590453074,5,3
formal_u2_family_026_r03:t005,formal_u2_family_026_r03,3,7,u2_family_026,random_stratified,641,57,60,0.33675917983055115,2.0,0.0035644388300380575,5,4
formal_u2_family_019_r04:t006,formal_u2_family_019_r04,4,8,u2_family_019,random_stratified,641,58,60,0.7594584822654724,2.0,0.021158144200318252,5,5
formal_u2_family_074_r01:t006,formal_u2_family_074_r01,4,8,u2_family_074,random_stratified,641,59,60,0.33675917983055115,2.0,0.05896706732001549,5,4
formal_u2_family_020_r01:t005,formal_u2_family_020_r01,3,7,u2_family_020,random_stratified,641,60,60,0.11553627997636795,2.0,0.033426330129265325,5,3
