rollout_id	view	path	sha256
L2D_00_00_220710_r02	side	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_02/rgb/side/frame_0007.jpg	d23eaa0bed023aa8c208f26a70bcab81843378420198a50760c1b5b447d7abd6
L2D_00_00_220710_r02	front	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_02/rgb/front/frame_0008.jpg	0921495c0e2d7014495a1ac5480cec06ede8fe8c9114a8394628003c54a1eb1b
L2D_00_00_220710_r02	side	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_02/rgb/side/frame_0008.jpg	d23eaa0bed023aa8c208f26a70bcab81843378420198a50760c1b5b447d7abd6
L2D_00_00_220710_r02	front	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_02/rgb/front/frame_0009.jpg	3ff4b6b424987af4ebc956f219caa2381020d84416b00efffe59eb7e50e7db7d
L2D_00_00_220710_r02	side	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_02/rgb/side/frame_0009.jpg	17b7d143798ec96916923ecec94ebd275377fcd37866e10ed91b5c2e03657161
L2D_00_00_220710_r02	front	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_02/rgb/front/frame_0010.jpg	2e91653e9f159c41d54a5ca202c58d751db922b8ffa99528443ce647fd4ef645
L2D_00_00_220710_r02	side	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_02/rgb/side/frame_0010.jpg	24afbaa160bcd0acfa0cf27e229d43acc3dfa906befbd72ac9f30582b4f672f4
L2D_00_00_220710_r02	front	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_02/rgb/front/frame_0011.jpg	e6d380207715329712c021d4a32e2fa0d0ab34aaf07a836eafd9196aaeaeb583
L2D_00_00_220710_r02	side	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_02/rgb/side/frame_0011.jpg	defbac51b43cea375ec6255a1c6d3106da57e84db84ab8623d2a26ced89ab759
L2D_00_00_220710_r02	front	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_02/rgb/front/frame_0012.jpg	ce02bb08f6afdc0c425ef46f520fa4f954ca28d5e6ff6c2aa7f6b5741074acf5
L2D_00_00_220710_r02	side	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_02/rgb/side/frame_0012.jpg	defbac51b43cea375ec6255a1c6d3106da57e84db84ab8623d2a26ced89ab759
L2D_00_00_220710_r03	front	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_03/rgb/front/frame_0000.jpg	5c380f5d03f420d3297376d64382e712ab18140e0075e842a182af22af640cdb
L2D_00_00_220710_r03	side	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_03/rgb/side/frame_0000.jpg	caf76366b24421ae68f99db8b74a6d7c7732670f4dbe371909f9b300d97c02af
L2D_00_00_220710_r03	front	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_03/rgb/front/frame_0001.jpg	325d0202f4106f35327782f1956b0ced51d04fa32b44608a51cadef2e5f82bf9
L2D_00_00_220710_r03	side	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_03/rgb/side/frame_0001.jpg	02ab7530f9ad651b882d067169c05942a3e651cc5c363a0bdd116d61589d3bf6
L2D_00_00_220710_r03	front	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_03/rgb/front/frame_0002.jpg	325d0202f4106f35327782f1956b0ced51d04fa32b44608a51cadef2e5f82bf9
L2D_00_00_220710_r03	side	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_03/rgb/side/frame_0002.jpg	02ab7530f9ad651b882d067169c05942a3e651cc5c363a0bdd116d61589d3bf6
L2D_00_00_220710_r03	front	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_03/rgb/front/frame_0003.jpg	b3e66dc8fbad5555dc8796d7939d326a1519e9d0163d4130c95f171cb37c142c
L2D_00_00_220710_r03	side	/home/__compress_data/xushijie/graph_github_upload/artifacts/pathgraph_sarm/upgrade_v2/visual_refine_l2_v1/dynamic_dataset_v1/development/L2D_00_00_220710/rollout_03/rgb/side/frame_0003.jpg	f097c55eccc4c9d06a86169715ea8cd927d028ead69f96de13f7de3184c7c6f5
