episode_id,n_steps,path,rollout_seed,root_family_id,split,success,terminal_reason
u4b_u4b_v1_68_8700083,27,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/data/confirmation/u4b_u4b_v1_68_8700083.json,8700083,u4b_v1_68,confirm,True,stable_success
u4b_u4b_v1_69_8700090,24,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/data/confirmation/u4b_u4b_v1_69_8700090.json,8700090,u4b_v1_69,confirm,True,stable_success
u4b_u4b_v1_69_8700091,24,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/data/confirmation/u4b_u4b_v1_69_8700091.json,8700091,u4b_v1_69,confirm,True,stable_success
u4b_u4b_v1_69_8700092,25,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/data/confirmation/u4b_u4b_v1_69_8700092.json,8700092,u4b_v1_69,confirm,True,stable_success
u4b_u4b_v1_69_8700093,25,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/data/confirmation/u4b_u4b_v1_69_8700093.json,8700093,u4b_v1_69,confirm,True,stable_success
u4b_u4b_v1_70_8700100,8,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/data/confirmation/u4b_u4b_v1_70_8700100.json,8700100,u4b_v1_70,confirm,False,terminal_collision
u4b_u4b_v1_70_8700101,8,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/data/confirmation/u4b_u4b_v1_70_8700101.json,8700101,u4b_v1_70,confirm,False,terminal_collision
u4b_u4b_v1_70_8700102,9,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/data/confirmation/u4b_u4b_v1_70_8700102.json,8700102,u4b_v1_70,confirm,False,terminal_collision
u4b_u4b_v1_70_8700103,8,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/data/confirmation/u4b_u4b_v1_70_8700103.json,8700103,u4b_v1_70,confirm,False,terminal_collision
u4b_u4b_v1_71_8700110,34,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/data/confirmation/u4b_u4b_v1_71_8700110.json,8700110,u4b_v1_71,confirm,True,stable_success
u4b_u4b_v1_71_8700111,36,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/data/confirmation/u4b_u4b_v1_71_8700111.json,8700111,u4b_v1_71,confirm,True,stable_success
u4b_u4b_v1_71_8700112,34,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/data/confirmation/u4b_u4b_v1_71_8700112.json,8700112,u4b_v1_71,confirm,True,stable_success
u4b_u4b_v1_71_8700113,35,artifacts/pathgraph_sarm/upgrade_v2/u4_bplus_v1/torch_recovery_v2/data/confirmation/u4b_u4b_v1_71_8700113.json,8700113,u4b_v1_71,confirm,True,stable_success
