episode_id,method,old,repro,abs_diff
P1V5_F00_920000__D6_repeat_completed_subgoal_then_terminal_failure,UNORDERED_COMPLETION_PROGRESS,0.3333333333333333,0.3333333333333333,0.0
P1V5_F00_920000__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_ONLY,0.25,0.25,0.0
P1V5_F00_920000__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_PHI,0.25,0.25,0.0
P1V5_F00_920000__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_DEBT,0.25,0.25,0.0
P1V5_F00_920000__D6_repeat_completed_subgoal_then_terminal_failure,FULL_FROZEN,0.25,0.25,0.0
P1V5_F00_920000__D6_repeat_completed_subgoal_then_terminal_failure,NO_RECOVERY_CREDIT,0.25,0.25,0.0
P1V5_F00_920000__D6_repeat_completed_subgoal_then_terminal_failure,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F00_920000__D6_repeat_completed_subgoal_then_terminal_failure,GLOBAL_POTENTIAL_AUDIT_V1,0.25,0.25,0.0
P1V5_F00_920000__R1_clean_transport_success,SPARSE_TERMINAL,1.0,1.0,0.0
P1V5_F00_920000__R1_clean_transport_success,LINEAR_A_FIRST,1.0,1.0,0.0
P1V5_F00_920000__R1_clean_transport_success,LINEAR_B_FIRST,1.0,1.0,0.0
P1V5_F00_920000__R1_clean_transport_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,0.0
P1V5_F00_920000__R1_clean_transport_success,GRAPH_COST_ONLY,0.6666666666666666,0.6666666666666666,0.0
P1V5_F00_920000__R1_clean_transport_success,GRAPH_COST_PHI,1.1314204642681327,1.1314204642681327,0.0
P1V5_F00_920000__R1_clean_transport_success,GRAPH_COST_DEBT,0.6666666666666666,0.6666666666666666,0.0
P1V5_F00_920000__R1_clean_transport_success,FULL_FROZEN,1.1314204642681327,1.1314204642681327,0.0
P1V5_F00_920000__R1_clean_transport_success,NO_RECOVERY_CREDIT,1.1314204642681327,1.1314204642681327,0.0
P1V5_F00_920000__R1_clean_transport_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F00_920000__R1_clean_transport_success,GLOBAL_POTENTIAL_AUDIT_V1,0.666666666666667,0.666666666666667,0.0
P1V5_F00_920000__R2_loss_at_40pct_recover_success,SPARSE_TERMINAL,1.0,1.0,0.0
P1V5_F00_920000__R2_loss_at_40pct_recover_success,LINEAR_A_FIRST,1.0,1.0,0.0
P1V5_F00_920000__R2_loss_at_40pct_recover_success,LINEAR_B_FIRST,1.0,1.0,0.0
P1V5_F00_920000__R2_loss_at_40pct_recover_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,0.0
P1V5_F00_920000__R2_loss_at_40pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,0.6666666666666667,0.0
P1V5_F00_920000__R2_loss_at_40pct_recover_success,GRAPH_COST_PHI,0.9472575925725282,0.9472575925725282,0.0
P1V5_F00_920000__R2_loss_at_40pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,0.6666666666666667,0.0
P1V5_F00_920000__R2_loss_at_40pct_recover_success,FULL_FROZEN,0.9472575925725282,0.9472575925725282,0.0
P1V5_F00_920000__R2_loss_at_40pct_recover_success,NO_RECOVERY_CREDIT,0.6139242592391949,0.6139242592391949,0.0
P1V5_F00_920000__R2_loss_at_40pct_recover_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F00_920000__R2_loss_at_40pct_recover_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666667,0.6666666666666667,0.0
P1V5_F00_920000__R3_loss_at_80pct_recover_success,SPARSE_TERMINAL,1.0,1.0,0.0
P1V5_F00_920000__R3_loss_at_80pct_recover_success,LINEAR_A_FIRST,1.0,1.0,0.0
P1V5_F00_920000__R3_loss_at_80pct_recover_success,LINEAR_B_FIRST,1.0,1.0,0.0
P1V5_F00_920000__R3_loss_at_80pct_recover_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,0.0
P1V5_F00_920000__R3_loss_at_80pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,0.6666666666666667,0.0
P1V5_F00_920000__R3_loss_at_80pct_recover_success,GRAPH_COST_PHI,1.1107686540134531,1.1107686540134531,0.0
P1V5_F00_920000__R3_loss_at_80pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,0.6666666666666667,0.0
P1V5_F00_920000__R3_loss_at_80pct_recover_success,FULL_FROZEN,1.1107686540134531,1.1107686540134531,0.0
P1V5_F00_920000__R3_loss_at_80pct_recover_success,NO_RECOVERY_CREDIT,0.7774353206801199,0.7774353206801199,0.0
P1V5_F00_920000__R3_loss_at_80pct_recover_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F00_920000__R3_loss_at_80pct_recover_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666667,0.6666666666666667,0.0
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,SPARSE_TERMINAL,1.0,1.0,0.0
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,LINEAR_A_FIRST,1.0,1.0,0.0
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,LINEAR_B_FIRST,1.0,1.0,0.0
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,0.0
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,GRAPH_COST_ONLY,0.666666666666667,0.666666666666667,0.0
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,GRAPH_COST_PHI,1.5788241383901511,1.5788241383901511,0.0
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,GRAPH_COST_DEBT,0.666666666666667,0.666666666666667,0.0
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,FULL_FROZEN,1.5788241383901511,1.5788241383901511,0.0
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,NO_RECOVERY_CREDIT,-0.08784252827651584,-0.08784252827651584,0.0
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F00_920000__R4_three_cycles_at_40pct_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666667,0.6666666666666667,0.0
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,SPARSE_TERMINAL,1.0,1.0,0.0
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,LINEAR_A_FIRST,1.0,1.0,0.0
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,LINEAR_B_FIRST,1.0,1.0,0.0
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,0.0
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,GRAPH_COST_ONLY,0.6666666666666667,0.6666666666666667,0.0
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,GRAPH_COST_PHI,1.8624512633467685,1.8624512633467685,0.0
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,GRAPH_COST_DEBT,0.6666666666666667,0.6666666666666667,0.0
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,FULL_FROZEN,1.8624512633467685,1.8624512633467685,0.0
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,NO_RECOVERY_CREDIT,0.8624512633467685,0.8624512633467685,0.0
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F00_920000__R5_three_cycles_at_80pct_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666665,0.6666666666666665,0.0
P1V5_F00_920000__R6_three_closed_cycles_then_stop,SPARSE_TERMINAL,0.0,0.0,0.0
P1V5_F00_920000__R6_three_closed_cycles_then_stop,LINEAR_A_FIRST,0.5,0.5,0.0
P1V5_F00_920000__R6_three_closed_cycles_then_stop,LINEAR_B_FIRST,0.5,0.5,0.0
P1V5_F00_920000__R6_three_closed_cycles_then_stop,UNORDERED_COMPLETION_PROGRESS,0.5,0.5,0.0
P1V5_F00_920000__R6_three_closed_cycles_then_stop,GRAPH_COST_ONLY,0.3333333333333336,0.3333333333333336,0.0
P1V5_F00_920000__R6_three_closed_cycles_then_stop,GRAPH_COST_PHI,0.9351554610272151,0.9351554610272151,0.0
P1V5_F00_920000__R6_three_closed_cycles_then_stop,GRAPH_COST_DEBT,0.3333333333333336,0.3333333333333336,0.0
P1V5_F00_920000__R6_three_closed_cycles_then_stop,FULL_FROZEN,0.9351554610272151,0.9351554610272151,0.0
P1V5_F00_920000__R6_three_closed_cycles_then_stop,NO_RECOVERY_CREDIT,-0.7315112056394516,-0.7315112056394516,0.0
P1V5_F00_920000__R6_three_closed_cycles_then_stop,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F00_920000__R6_three_closed_cycles_then_stop,GLOBAL_POTENTIAL_AUDIT_V1,0.5188032298844029,0.5188032298844029,0.0
P1V5_F00_920000__R7_loss_recovery_started_not_completed_terminal,SPARSE_TERMINAL,0.0,0.0,0.0
P1V5_F00_920000__R7_loss_recovery_started_not_completed_terminal,LINEAR_A_FIRST,0.0,0.0,0.0
P1V5_F00_920000__R7_loss_recovery_started_not_completed_terminal,LINEAR_B_FIRST,0.0,0.0,0.0
P1V5_F00_920000__R7_loss_recovery_started_not_completed_terminal,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0
P1V5_F00_920000__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_ONLY,-0.3333333333333333,-0.3333333333333333,0.0
P1V5_F00_920000__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_PHI,-0.13943087247490327,-0.13943087247490327,0.0
P1V5_F00_920000__R7_loss_recovery_started_not_completed_terminal,GRAPH_COST_DEBT,-0.3333333333333333,-0.3333333333333333,0.0
P1V5_F00_920000__R7_loss_recovery_started_not_completed_terminal,FULL_FROZEN,-0.13943087247490327,-0.13943087247490327,0.0
P1V5_F00_920000__R7_loss_recovery_started_not_completed_terminal,NO_RECOVERY_CREDIT,-0.30609753914157,-0.30609753914157,0.0
P1V5_F00_920000__R7_loss_recovery_started_not_completed_terminal,PAIRED_EVENT_BALANCED_V1,-1.0,-1.0,0.0
P1V5_F00_920000__R7_loss_recovery_started_not_completed_terminal,GLOBAL_POTENTIAL_AUDIT_V1,-0.33333333333333337,-0.33333333333333337,0.0
P1V5_F00_920000__R8_commanded_release,SPARSE_TERMINAL,0.0,0.0,0.0
P1V5_F00_920000__R8_commanded_release,LINEAR_A_FIRST,0.0,0.0,0.0
P1V5_F00_920000__R8_commanded_release,LINEAR_B_FIRST,0.0,0.0,0.0
P1V5_F00_920000__R8_commanded_release,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0
P1V5_F00_920000__R8_commanded_release,GRAPH_COST_ONLY,-0.33333333333333337,-0.33333333333333337,0.0
P1V5_F00_920000__R8_commanded_release,GRAPH_COST_PHI,-0.33333333333333337,-0.33333333333333337,0.0
P1V5_F00_920000__R8_commanded_release,GRAPH_COST_DEBT,-0.5000000000000001,-0.5000000000000001,0.0
P1V5_F00_920000__R8_commanded_release,FULL_FROZEN,-0.5000000000000001,-0.5000000000000001,0.0
P1V5_F00_920000__R8_commanded_release,NO_RECOVERY_CREDIT,-0.5000000000000001,-0.5000000000000001,0.0
P1V5_F00_920000__R8_commanded_release,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F00_920000__R8_commanded_release,GLOBAL_POTENTIAL_AUDIT_V1,-0.33333333333333337,-0.33333333333333337,0.0
P1V5_F01_920001__D1_A_then_B_clean_success,SPARSE_TERMINAL,1.0,1.0,0.0
P1V5_F01_920001__D1_A_then_B_clean_success,LINEAR_A_FIRST,1.0,1.0,0.0
P1V5_F01_920001__D1_A_then_B_clean_success,LINEAR_B_FIRST,1.0,1.0,0.0
P1V5_F01_920001__D1_A_then_B_clean_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,0.0
P1V5_F01_920001__D1_A_then_B_clean_success,GRAPH_COST_ONLY,0.75,0.75,0.0
P1V5_F01_920001__D1_A_then_B_clean_success,GRAPH_COST_PHI,0.75,0.75,0.0
P1V5_F01_920001__D1_A_then_B_clean_success,GRAPH_COST_DEBT,0.75,0.75,0.0
P1V5_F01_920001__D1_A_then_B_clean_success,FULL_FROZEN,0.75,0.75,0.0
P1V5_F01_920001__D1_A_then_B_clean_success,NO_RECOVERY_CREDIT,0.75,0.75,0.0
P1V5_F01_920001__D1_A_then_B_clean_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F01_920001__D1_A_then_B_clean_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,0.0
P1V5_F01_920001__D2_B_then_A_clean_success,SPARSE_TERMINAL,1.0,1.0,0.0
P1V5_F01_920001__D2_B_then_A_clean_success,LINEAR_A_FIRST,1.0,1.0,0.0
P1V5_F01_920001__D2_B_then_A_clean_success,LINEAR_B_FIRST,1.0,1.0,0.0
P1V5_F01_920001__D2_B_then_A_clean_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,0.0
P1V5_F01_920001__D2_B_then_A_clean_success,GRAPH_COST_ONLY,0.75,0.75,0.0
P1V5_F01_920001__D2_B_then_A_clean_success,GRAPH_COST_PHI,0.75,0.75,0.0
P1V5_F01_920001__D2_B_then_A_clean_success,GRAPH_COST_DEBT,0.75,0.75,0.0
P1V5_F01_920001__D2_B_then_A_clean_success,FULL_FROZEN,0.75,0.75,0.0
P1V5_F01_920001__D2_B_then_A_clean_success,NO_RECOVERY_CREDIT,0.75,0.75,0.0
P1V5_F01_920001__D2_B_then_A_clean_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F01_920001__D2_B_then_A_clean_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,0.0
P1V5_F01_920001__D3_A_done_B_loss_recovery_then_success,SPARSE_TERMINAL,1.0,1.0,0.0
P1V5_F01_920001__D3_A_done_B_loss_recovery_then_success,LINEAR_A_FIRST,1.0,1.0,0.0
P1V5_F01_920001__D3_A_done_B_loss_recovery_then_success,LINEAR_B_FIRST,1.0,1.0,0.0
P1V5_F01_920001__D3_A_done_B_loss_recovery_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,0.0
P1V5_F01_920001__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_ONLY,0.75,0.75,0.0
P1V5_F01_920001__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_PHI,0.75,0.75,0.0
P1V5_F01_920001__D3_A_done_B_loss_recovery_then_success,GRAPH_COST_DEBT,0.75,0.75,0.0
P1V5_F01_920001__D3_A_done_B_loss_recovery_then_success,FULL_FROZEN,0.75,0.75,0.0
P1V5_F01_920001__D3_A_done_B_loss_recovery_then_success,NO_RECOVERY_CREDIT,0.75,0.75,0.0
P1V5_F01_920001__D3_A_done_B_loss_recovery_then_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F01_920001__D3_A_done_B_loss_recovery_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,0.0
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,SPARSE_TERMINAL,1.0,1.0,0.0
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,LINEAR_A_FIRST,1.0,1.0,0.0
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,LINEAR_B_FIRST,1.0,1.0,0.0
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,0.0
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_ONLY,0.75,0.75,0.0
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_PHI,0.75,0.75,0.0
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,GRAPH_COST_DEBT,0.75,0.75,0.0
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,FULL_FROZEN,0.75,0.75,0.0
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,NO_RECOVERY_CREDIT,0.75,0.75,0.0
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F01_920001__D4_B_done_A_loss_recovery_then_success,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,0.0
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,SPARSE_TERMINAL,1.0,1.0,0.0
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,LINEAR_A_FIRST,1.0,1.0,0.0
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,LINEAR_B_FIRST,1.0,1.0,0.0
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,0.0
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,GRAPH_COST_ONLY,0.75,0.75,0.0
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,GRAPH_COST_PHI,0.75,0.75,0.0
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,GRAPH_COST_DEBT,0.75,0.75,0.0
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,FULL_FROZEN,0.75,0.75,0.0
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,NO_RECOVERY_CREDIT,0.75,0.75,0.0
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F01_920001__D5_completed_subgoal_invalidated_restored,GLOBAL_POTENTIAL_AUDIT_V1,0.75,0.75,0.0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,SPARSE_TERMINAL,0.0,0.0,0.0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_A_FIRST,0.3333333333333333,0.3333333333333333,0.0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,LINEAR_B_FIRST,0.3333333333333333,0.3333333333333333,0.0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,UNORDERED_COMPLETION_PROGRESS,0.3333333333333333,0.3333333333333333,0.0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_ONLY,0.25,0.25,0.0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_PHI,0.25,0.25,0.0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,GRAPH_COST_DEBT,0.25,0.25,0.0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,FULL_FROZEN,0.25,0.25,0.0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,NO_RECOVERY_CREDIT,0.25,0.25,0.0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F01_920001__D6_repeat_completed_subgoal_then_terminal_failure,GLOBAL_POTENTIAL_AUDIT_V1,0.25,0.25,0.0
P1V5_F01_920001__R1_clean_transport_success,SPARSE_TERMINAL,1.0,1.0,0.0
P1V5_F01_920001__R1_clean_transport_success,LINEAR_A_FIRST,1.0,1.0,0.0
P1V5_F01_920001__R1_clean_transport_success,LINEAR_B_FIRST,1.0,1.0,0.0
P1V5_F01_920001__R1_clean_transport_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,0.0
P1V5_F01_920001__R1_clean_transport_success,GRAPH_COST_ONLY,0.6666666666666666,0.6666666666666666,0.0
P1V5_F01_920001__R1_clean_transport_success,GRAPH_COST_PHI,0.9616732177617677,0.9616732177617677,0.0
P1V5_F01_920001__R1_clean_transport_success,GRAPH_COST_DEBT,0.6666666666666666,0.6666666666666666,0.0
P1V5_F01_920001__R1_clean_transport_success,FULL_FROZEN,0.9616732177617677,0.9616732177617677,0.0
P1V5_F01_920001__R1_clean_transport_success,NO_RECOVERY_CREDIT,0.9616732177617677,0.9616732177617677,0.0
P1V5_F01_920001__R1_clean_transport_success,PAIRED_EVENT_BALANCED_V1,0.0,0.0,0.0
P1V5_F01_920001__R1_clean_transport_success,GLOBAL_POTENTIAL_AUDIT_V1,0.6666666666666665,0.6666666666666665,0.0
P1V5_F01_920001__R2_loss_at_40pct_recover_success,SPARSE_TERMINAL,1.0,1.0,0.0
P1V5_F01_920001__R2_loss_at_40pct_recover_success,LINEAR_A_FIRST,1.0,1.0,0.0
P1V5_F01_920001__R2_loss_at_40pct_recover_success,LINEAR_B_FIRST,1.0,1.0,0.0
P1V5_F01_920001__R2_loss_at_40pct_recover_success,UNORDERED_COMPLETION_PROGRESS,1.0,1.0,0.0
P1V5_F01_920001__R2_loss_at_40pct_recover_success,GRAPH_COST_ONLY,0.6666666666666667,0.6666666666666667,0.0
P1V5_F01_920001__R2_loss_at_40pct_recover_success,GRAPH_COST_PHI,0.9075957213279111,0.9075957213279111,0.0
P1V5_F01_920001__R2_loss_at_40pct_recover_success,GRAPH_COST_DEBT,0.6666666666666667,0.6666666666666667,0.0
