candidate_request_physical_time_ns,candidate_request_time,candidate_requested_action,case_id,contact_fault_injected,executed_action,expected_action,failure_stage,false_executed_action,family_id,family_seed,final_task_success,method,overall_success,recovery,rollout_seed,schema,trigger_correct
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,retry_grasp,retry_grasp,,False,L2RAR2_R23R1_L3_01_894001,894001,True,O_C3_RAW,True,"{'duration_s': 6.399999999999898, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 2.7193936716834967e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500100,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,,retry_grasp,TRIGGERING_ERROR,False,L2RAR2_R23R1_L3_01_894001,894001,False,RECOVERY_DISABLED,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89500100,l2rar2_r23_closed_loop_outcome_v1,True
2250000000,2.249999999999996,recover_object,L3C2_transport_loss_recover,False,recover_object,recover_object,,False,L2RAR2_R23R1_L3_01_894001,894001,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 1.383754422768239e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500101,l2rar2_r23_closed_loop_outcome_v1,True
2200000000,2.199999999999997,recover_object,L3C2_transport_loss_recover,False,recover_object,recover_object,,False,L2RAR2_R23R1_L3_01_894001,894001,True,O_C3_RAW,True,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 8.838873890106576e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500101,l2rar2_r23_closed_loop_outcome_v1,True
2250000000,2.249999999999996,recover_object,L3C2_transport_loss_recover,False,,recover_object,TRIGGERING_ERROR,False,L2RAR2_R23R1_L3_01_894001,894001,False,RECOVERY_DISABLED,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89500101,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23R1_L3_01_894001,894001,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500102,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23R1_L3_01_894001,894001,True,O_C3_RAW,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500102,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23R1_L3_01_894001,894001,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500102,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C4_single_frame_contact_fault,True,,none,,False,L2RAR2_R23R1_L3_01_894001,894001,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500103,l2rar2_r23_closed_loop_outcome_v1,True
1300000000,1.300000000000001,recover_object,L3C4_single_frame_contact_fault,True,recover_object,none,TRIGGERING_ERROR,True,L2RAR2_R23R1_L3_01_894001,894001,True,O_C3_RAW,False,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00025941442176834396, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500103,l2rar2_r23_closed_loop_outcome_v1,False
,,,L3C4_single_frame_contact_fault,True,,none,,False,L2RAR2_R23R1_L3_01_894001,894001,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500103,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23R1_L3_01_894001,894001,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500104,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23R1_L3_01_894001,894001,True,O_C3_RAW,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500104,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23R1_L3_01_894001,894001,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500104,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,retry_grasp,retry_grasp,,False,L2RAR2_R23R1_L3_02_894002,894002,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': 6.399999999999898, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 5.1285803989677007e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500200,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,retry_grasp,retry_grasp,,False,L2RAR2_R23R1_L3_02_894002,894002,True,O_C3_RAW,True,"{'duration_s': 6.399999999999898, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 5.1285803989677007e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500200,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,,retry_grasp,TRIGGERING_ERROR,False,L2RAR2_R23R1_L3_02_894002,894002,False,RECOVERY_DISABLED,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89500200,l2rar2_r23_closed_loop_outcome_v1,True
3700000000,3.699999999999965,recover_object,L3C2_transport_loss_recover,False,recover_object,recover_object,,False,L2RAR2_R23R1_L3_02_894002,894002,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 3.941139303844922e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500201,l2rar2_r23_closed_loop_outcome_v1,True
3650000000,3.649999999999966,recover_object,L3C2_transport_loss_recover,False,recover_object,recover_object,,False,L2RAR2_R23R1_L3_02_894002,894002,True,O_C3_RAW,True,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 3.941139303844922e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500201,l2rar2_r23_closed_loop_outcome_v1,True
3700000000,3.699999999999965,recover_object,L3C2_transport_loss_recover,False,,recover_object,TRIGGERING_ERROR,False,L2RAR2_R23R1_L3_02_894002,894002,False,RECOVERY_DISABLED,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89500201,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23R1_L3_02_894002,894002,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500202,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23R1_L3_02_894002,894002,True,O_C3_RAW,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500202,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23R1_L3_02_894002,894002,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500202,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C4_single_frame_contact_fault,True,,none,,False,L2RAR2_R23R1_L3_02_894002,894002,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500203,l2rar2_r23_closed_loop_outcome_v1,True
1300000000,1.300000000000001,recover_object,L3C4_single_frame_contact_fault,True,recover_object,none,TRIGGERING_ERROR,True,L2RAR2_R23R1_L3_02_894002,894002,True,O_C3_RAW,False,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00016265685040027102, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500203,l2rar2_r23_closed_loop_outcome_v1,False
,,,L3C4_single_frame_contact_fault,True,,none,,False,L2RAR2_R23R1_L3_02_894002,894002,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500203,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23R1_L3_02_894002,894002,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500204,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23R1_L3_02_894002,894002,True,O_C3_RAW,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500204,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23R1_L3_02_894002,894002,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500204,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,retry_grasp,retry_grasp,,False,L2RAR2_R23R1_L3_03_894003,894003,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': 6.399999999999898, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 4.327735279251282e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500300,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,retry_grasp,retry_grasp,,False,L2RAR2_R23R1_L3_03_894003,894003,True,O_C3_RAW,True,"{'duration_s': 6.399999999999898, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 4.327735279251282e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500300,l2rar2_r23_closed_loop_outcome_v1,True
300000000,0.3000000000000001,retry_grasp,L3C1_missed_grasp_retry,False,,retry_grasp,TRIGGERING_ERROR,False,L2RAR2_R23R1_L3_03_894003,894003,False,RECOVERY_DISABLED,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89500300,l2rar2_r23_closed_loop_outcome_v1,True
3600000000,3.5999999999999672,recover_object,L3C2_transport_loss_recover,False,recover_object,recover_object,,False,L2RAR2_R23R1_L3_03_894003,894003,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 3.494329748204866e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500301,l2rar2_r23_closed_loop_outcome_v1,True
3550000000,3.5499999999999683,recover_object,L3C2_transport_loss_recover,False,recover_object,recover_object,,False,L2RAR2_R23R1_L3_03_894003,894003,True,O_C3_RAW,True,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 3.494329748204866e-05, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500301,l2rar2_r23_closed_loop_outcome_v1,True
3600000000,3.5999999999999672,recover_object,L3C2_transport_loss_recover,False,,recover_object,TRIGGERING_ERROR,False,L2RAR2_R23R1_L3_03_894003,894003,False,RECOVERY_DISABLED,False,"{'duration_s': None, 'failure_stage': 'TRIGGERING_ERROR', 'loop_count': 0, 'loops': [], 'success': False}",89500301,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23R1_L3_03_894003,894003,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500302,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23R1_L3_03_894003,894003,True,O_C3_RAW,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500302,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C3_stable_transport,False,,none,,False,L2RAR2_R23R1_L3_03_894003,894003,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500302,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C4_single_frame_contact_fault,True,,none,,False,L2RAR2_R23R1_L3_03_894003,894003,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500303,l2rar2_r23_closed_loop_outcome_v1,True
1300000000,1.300000000000001,recover_object,L3C4_single_frame_contact_fault,True,recover_object,none,TRIGGERING_ERROR,True,L2RAR2_R23R1_L3_03_894003,894003,True,O_C3_RAW,False,"{'duration_s': 6.399999999999864, 'failure_stage': None, 'loop_count': 1, 'loops': [{'hold_verification': {'duration_s': 0.5, 'max_relative_drift_m': 0.00013262441289817132, 'passed': True, 'samples': 50}, 'loop': 1, 'relocation_error_m': 0.0, 'relocation_ok': True}], 'success': True}",89500303,l2rar2_r23_closed_loop_outcome_v1,False
,,,L3C4_single_frame_contact_fault,True,,none,,False,L2RAR2_R23R1_L3_03_894003,894003,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500303,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23R1_L3_03_894003,894003,True,O_C3_CLP3_CANONICAL_TIME,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500304,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23R1_L3_03_894003,894003,True,O_C3_RAW,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500304,l2rar2_r23_closed_loop_outcome_v1,True
,,,L3C5_commanded_release,False,,none,,False,L2RAR2_R23R1_L3_03_894003,894003,True,RECOVERY_DISABLED,True,"{'duration_s': None, 'failure_stage': None, 'loop_count': 0, 'loops': [], 'success': False}",89500304,l2rar2_r23_closed_loop_outcome_v1,True
