boundary_source,segment_id,root_family_id,episode_id,split,start_t,end_t,segment_return,dominant_gold_event,event_purity,contains_failure,contains_recovery,contains_success,mixed_failure_recovery
gold,formal_u2_family_001_r00_gold_0,u2_family_001,formal_u2_family_001_r00,train,0,1,-0.004772931337356567,0,1.0,False,False,False,False
gold,formal_u2_family_001_r00_gold_1,u2_family_001,formal_u2_family_001_r00,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_001_r00_gold_2,u2_family_001,formal_u2_family_001_r00,train,3,6,-0.0025091171264648438,0,1.0,False,False,False,False
gold,formal_u2_family_001_r00_gold_3,u2_family_001,formal_u2_family_001_r00,train,7,25,0.9431594610214233,0,1.0,False,False,True,False
gold,formal_u2_family_001_r00_gold_4,u2_family_001,formal_u2_family_001_r00,train,26,27,0.0036301910877227783,0,1.0,False,False,True,False
gold,formal_u2_family_001_r01_gold_0,u2_family_001,formal_u2_family_001_r01,train,0,1,-0.017801880836486816,0,1.0,False,False,False,False
gold,formal_u2_family_001_r01_gold_1,u2_family_001,formal_u2_family_001_r01,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_001_r01_gold_2,u2_family_001,formal_u2_family_001_r01,train,3,6,-0.003599822521209717,0,1.0,False,False,False,False
gold,formal_u2_family_001_r01_gold_3,u2_family_001,formal_u2_family_001_r01,train,7,23,0.9464851021766663,0,1.0,False,False,True,False
gold,formal_u2_family_001_r01_gold_4,u2_family_001,formal_u2_family_001_r01,train,24,25,0.006080716848373413,0,1.0,False,False,True,False
gold,formal_u2_family_001_r02_gold_0,u2_family_001,formal_u2_family_001_r02,train,0,1,0.004917174577713013,0,1.0,False,False,False,False
gold,formal_u2_family_001_r02_gold_1,u2_family_001,formal_u2_family_001_r02,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_001_r02_gold_2,u2_family_001,formal_u2_family_001_r02,train,3,5,-0.0023832321166992188,0,1.0,False,False,False,False
gold,formal_u2_family_001_r02_gold_3,u2_family_001,formal_u2_family_001_r02,train,6,21,0.9399513602256775,0,1.0,False,False,True,False
gold,formal_u2_family_001_r02_gold_4,u2_family_001,formal_u2_family_001_r02,train,22,23,0.0047059208154678345,0,1.0,False,False,True,False
gold,formal_u2_family_001_r03_gold_0,u2_family_001,formal_u2_family_001_r03,train,0,1,-0.018002212047576904,0,1.0,False,False,False,False
gold,formal_u2_family_001_r03_gold_1,u2_family_001,formal_u2_family_001_r03,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_001_r03_gold_2,u2_family_001,formal_u2_family_001_r03,train,3,4,0.4704338014125824,0,1.0,True,False,False,False
gold,formal_u2_family_001_r03_gold_3,u2_family_001,formal_u2_family_001_r03,train,5,5,0.0,4,1.0,False,True,False,False
gold,formal_u2_family_001_r03_gold_4,u2_family_001,formal_u2_family_001_r03,train,6,6,0.0,5,1.0,False,True,False,False
gold,formal_u2_family_001_r03_gold_5,u2_family_001,formal_u2_family_001_r03,train,7,8,0.057052358984947205,0,1.0,False,False,False,False
gold,formal_u2_family_001_r03_gold_6,u2_family_001,formal_u2_family_001_r03,train,9,24,0.38694602251052856,0,1.0,False,False,True,False
gold,formal_u2_family_001_r03_gold_7,u2_family_001,formal_u2_family_001_r03,train,25,26,0.009464576840400696,0,1.0,False,False,True,False
gold,formal_u2_family_001_r04_gold_0,u2_family_001,formal_u2_family_001_r04,train,0,1,0.011775076389312744,0,1.0,False,False,False,False
gold,formal_u2_family_001_r04_gold_1,u2_family_001,formal_u2_family_001_r04,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_001_r04_gold_2,u2_family_001,formal_u2_family_001_r04,train,3,4,0.47233426570892334,0,1.0,True,False,False,False
gold,formal_u2_family_001_r04_gold_3,u2_family_001,formal_u2_family_001_r04,train,5,5,0.0,4,1.0,False,True,False,False
gold,formal_u2_family_001_r04_gold_4,u2_family_001,formal_u2_family_001_r04,train,6,6,0.0,5,1.0,False,True,False,False
gold,formal_u2_family_001_r04_gold_5,u2_family_001,formal_u2_family_001_r04,train,7,9,0.10118775069713593,0,1.0,False,False,False,False
gold,formal_u2_family_001_r04_gold_6,u2_family_001,formal_u2_family_001_r04,train,10,25,0.3567911386489868,0,1.0,False,False,True,False
gold,formal_u2_family_001_r04_gold_7,u2_family_001,formal_u2_family_001_r04,train,26,27,0.0053005218505859375,0,1.0,False,False,True,False
gold,formal_u2_family_001_r05_gold_0,u2_family_001,formal_u2_family_001_r05,train,0,1,-0.0015251636505126953,0,1.0,False,False,False,False
gold,formal_u2_family_001_r05_gold_1,u2_family_001,formal_u2_family_001_r05,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_001_r05_gold_2,u2_family_001,formal_u2_family_001_r05,train,3,7,-0.0007488727569580078,0,1.0,False,False,False,False
gold,formal_u2_family_001_r05_gold_3,u2_family_001,formal_u2_family_001_r05,train,8,19,0.9330174922943115,0,1.0,False,False,True,False
gold,formal_u2_family_001_r05_gold_4,u2_family_001,formal_u2_family_001_r05,train,20,21,0.0063932836055755615,0,1.0,False,False,True,False
gold,formal_u2_family_002_r00_gold_0,u2_family_002,formal_u2_family_002_r00,train,0,1,-0.003622204065322876,0,1.0,False,False,False,False
gold,formal_u2_family_002_r00_gold_1,u2_family_002,formal_u2_family_002_r00,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_002_r00_gold_2,u2_family_002,formal_u2_family_002_r00,train,3,3,0.0,3,1.0,True,False,False,False
gold,formal_u2_family_002_r00_gold_3,u2_family_002,formal_u2_family_002_r00,train,4,4,0.0,4,1.0,False,True,False,False
gold,formal_u2_family_002_r00_gold_4,u2_family_002,formal_u2_family_002_r00,train,5,5,0.0,5,1.0,False,True,False,False
gold,formal_u2_family_002_r00_gold_5,u2_family_002,formal_u2_family_002_r00,train,6,9,0.13125593960285187,0,1.0,False,False,False,False
gold,formal_u2_family_002_r00_gold_6,u2_family_002,formal_u2_family_002_r00,train,10,25,0.34983399510383606,0,1.0,False,False,True,False
gold,formal_u2_family_002_r00_gold_7,u2_family_002,formal_u2_family_002_r00,train,26,27,0.0051805078983306885,0,1.0,False,False,True,False
gold,formal_u2_family_002_r01_gold_0,u2_family_002,formal_u2_family_002_r01,train,0,1,0.005212962627410889,0,1.0,False,False,False,False
gold,formal_u2_family_002_r01_gold_1,u2_family_002,formal_u2_family_002_r01,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_002_r01_gold_2,u2_family_002,formal_u2_family_002_r01,train,3,3,0.0,3,1.0,True,False,False,False
gold,formal_u2_family_002_r01_gold_3,u2_family_002,formal_u2_family_002_r01,train,4,4,0.0,4,1.0,False,True,False,False
gold,formal_u2_family_002_r01_gold_4,u2_family_002,formal_u2_family_002_r01,train,5,5,0.0,5,1.0,False,True,False,False
gold,formal_u2_family_002_r01_gold_5,u2_family_002,formal_u2_family_002_r01,train,6,8,0.10063718259334564,0,1.0,False,False,False,False
gold,formal_u2_family_002_r01_gold_6,u2_family_002,formal_u2_family_002_r01,train,9,22,0.3605465292930603,0,1.0,False,False,True,False
gold,formal_u2_family_002_r01_gold_7,u2_family_002,formal_u2_family_002_r01,train,23,24,0.00692477822303772,0,1.0,False,False,True,False
gold,formal_u2_family_002_r02_gold_0,u2_family_002,formal_u2_family_002_r02,train,0,1,-0.002349853515625,0,1.0,False,False,False,False
gold,formal_u2_family_002_r02_gold_1,u2_family_002,formal_u2_family_002_r02,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_002_r02_gold_2,u2_family_002,formal_u2_family_002_r02,train,3,3,0.0,3,1.0,True,False,False,False
gold,formal_u2_family_002_r02_gold_3,u2_family_002,formal_u2_family_002_r02,train,4,4,0.0,4,1.0,False,True,False,False
gold,formal_u2_family_002_r02_gold_4,u2_family_002,formal_u2_family_002_r02,train,5,5,0.0,5,1.0,False,True,False,False
gold,formal_u2_family_002_r02_gold_5,u2_family_002,formal_u2_family_002_r02,train,6,7,0.053344592452049255,0,1.0,False,False,False,False
gold,formal_u2_family_002_r02_gold_6,u2_family_002,formal_u2_family_002_r02,train,8,27,0.3888179063796997,0,1.0,False,False,True,False
gold,formal_u2_family_002_r02_gold_7,u2_family_002,formal_u2_family_002_r02,train,28,29,0.005661264061927795,0,1.0,False,False,True,False
gold,formal_u2_family_002_r03_gold_0,u2_family_002,formal_u2_family_002_r03,train,0,1,-0.001653909683227539,0,1.0,False,False,False,False
gold,formal_u2_family_002_r03_gold_1,u2_family_002,formal_u2_family_002_r03,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_002_r03_gold_2,u2_family_002,formal_u2_family_002_r03,train,3,3,0.0,3,1.0,True,False,False,False
gold,formal_u2_family_002_r03_gold_3,u2_family_002,formal_u2_family_002_r03,train,4,4,0.0,4,1.0,False,True,False,False
gold,formal_u2_family_002_r03_gold_4,u2_family_002,formal_u2_family_002_r03,train,5,5,0.0,5,1.0,False,True,False,False
gold,formal_u2_family_002_r03_gold_5,u2_family_002,formal_u2_family_002_r03,train,6,9,0.12556219100952148,0,1.0,False,False,False,False
gold,formal_u2_family_002_r03_gold_6,u2_family_002,formal_u2_family_002_r03,train,10,27,0.3560296893119812,0,1.0,False,False,True,False
gold,formal_u2_family_002_r03_gold_7,u2_family_002,formal_u2_family_002_r03,train,28,29,0.0049791038036346436,0,1.0,False,False,True,False
gold,formal_u2_family_002_r04_gold_0,u2_family_002,formal_u2_family_002_r04,train,0,1,-0.005333602428436279,0,1.0,False,False,False,False
gold,formal_u2_family_002_r04_gold_1,u2_family_002,formal_u2_family_002_r04,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_002_r04_gold_2,u2_family_002,formal_u2_family_002_r04,train,3,3,0.0,3,1.0,True,False,False,False
gold,formal_u2_family_002_r04_gold_3,u2_family_002,formal_u2_family_002_r04,train,4,4,0.0,4,1.0,False,True,False,False
gold,formal_u2_family_002_r04_gold_4,u2_family_002,formal_u2_family_002_r04,train,5,5,0.0,5,1.0,False,True,False,False
gold,formal_u2_family_002_r04_gold_5,u2_family_002,formal_u2_family_002_r04,train,6,9,0.13664433360099792,0,1.0,False,False,False,False
gold,formal_u2_family_002_r04_gold_6,u2_family_002,formal_u2_family_002_r04,train,10,24,0.3414924144744873,0,1.0,False,False,True,False
gold,formal_u2_family_002_r04_gold_7,u2_family_002,formal_u2_family_002_r04,train,25,26,0.007410287857055664,0,1.0,False,False,True,False
gold,formal_u2_family_002_r05_gold_0,u2_family_002,formal_u2_family_002_r05,train,0,1,-0.002284407615661621,0,1.0,False,False,False,False
gold,formal_u2_family_002_r05_gold_1,u2_family_002,formal_u2_family_002_r05,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_002_r05_gold_2,u2_family_002,formal_u2_family_002_r05,train,3,3,0.0,3,1.0,True,False,False,False
gold,formal_u2_family_002_r05_gold_3,u2_family_002,formal_u2_family_002_r05,train,4,4,0.0,4,1.0,False,True,False,False
gold,formal_u2_family_002_r05_gold_4,u2_family_002,formal_u2_family_002_r05,train,5,5,0.0,5,1.0,False,True,False,False
gold,formal_u2_family_002_r05_gold_5,u2_family_002,formal_u2_family_002_r05,train,6,8,0.07096287608146667,0,1.0,False,False,False,False
gold,formal_u2_family_002_r05_gold_6,u2_family_002,formal_u2_family_002_r05,train,9,27,0.3785358667373657,0,1.0,False,False,True,False
gold,formal_u2_family_002_r05_gold_7,u2_family_002,formal_u2_family_002_r05,train,28,29,0.005347982048988342,0,1.0,False,False,True,False
gold,formal_u2_family_003_r00_gold_0,u2_family_003,formal_u2_family_003_r00,train,0,1,0.004255026578903198,0,1.0,False,False,False,False
gold,formal_u2_family_003_r00_gold_1,u2_family_003,formal_u2_family_003_r00,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_003_r00_gold_2,u2_family_003,formal_u2_family_003_r00,train,3,5,-0.0034384727478027344,0,1.0,False,False,False,False
gold,formal_u2_family_003_r00_gold_3,u2_family_003,formal_u2_family_003_r00,train,6,26,0.9443782567977905,0,1.0,False,False,True,False
gold,formal_u2_family_003_r00_gold_4,u2_family_003,formal_u2_family_003_r00,train,27,28,0.008171752095222473,0,1.0,False,False,True,False
gold,formal_u2_family_003_r01_gold_0,u2_family_003,formal_u2_family_003_r01,train,0,1,-0.00013634562492370605,0,1.0,False,False,False,False
gold,formal_u2_family_003_r01_gold_1,u2_family_003,formal_u2_family_003_r01,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_003_r01_gold_2,u2_family_003,formal_u2_family_003_r01,train,3,6,-0.0034859776496887207,0,1.0,False,False,False,False
gold,formal_u2_family_003_r01_gold_3,u2_family_003,formal_u2_family_003_r01,train,7,25,0.9402316808700562,0,1.0,False,False,True,False
gold,formal_u2_family_003_r01_gold_4,u2_family_003,formal_u2_family_003_r01,train,26,27,0.003954291343688965,0,1.0,False,False,True,False
gold,formal_u2_family_003_r02_gold_0,u2_family_003,formal_u2_family_003_r02,train,0,1,0.00437590479850769,0,1.0,False,False,False,False
gold,formal_u2_family_003_r02_gold_1,u2_family_003,formal_u2_family_003_r02,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_003_r02_gold_2,u2_family_003,formal_u2_family_003_r02,train,3,6,-0.0028237104415893555,0,1.0,False,False,False,False
gold,formal_u2_family_003_r02_gold_3,u2_family_003,formal_u2_family_003_r02,train,7,23,0.9411359429359436,0,1.0,False,False,True,False
gold,formal_u2_family_003_r02_gold_4,u2_family_003,formal_u2_family_003_r02,train,24,25,0.008301511406898499,0,1.0,False,False,True,False
gold,formal_u2_family_003_r03_gold_0,u2_family_003,formal_u2_family_003_r03,train,0,1,0.016086190938949585,0,1.0,False,False,False,False
gold,formal_u2_family_003_r03_gold_1,u2_family_003,formal_u2_family_003_r03,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_003_r03_gold_2,u2_family_003,formal_u2_family_003_r03,train,3,6,-0.0036583542823791504,0,1.0,False,False,False,False
gold,formal_u2_family_003_r03_gold_3,u2_family_003,formal_u2_family_003_r03,train,7,25,0.9419359564781189,0,1.0,False,False,True,False
gold,formal_u2_family_003_r03_gold_4,u2_family_003,formal_u2_family_003_r03,train,26,27,0.005213737487792969,0,1.0,False,False,True,False
gold,formal_u2_family_003_r04_gold_0,u2_family_003,formal_u2_family_003_r04,train,0,1,0.0035022497177124023,0,1.0,False,False,False,False
gold,formal_u2_family_003_r04_gold_1,u2_family_003,formal_u2_family_003_r04,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_003_r04_gold_2,u2_family_003,formal_u2_family_003_r04,train,3,5,-0.0031099319458007812,0,1.0,False,False,False,False
gold,formal_u2_family_003_r04_gold_3,u2_family_003,formal_u2_family_003_r04,train,6,26,0.9421358108520508,0,1.0,False,False,True,False
gold,formal_u2_family_003_r04_gold_4,u2_family_003,formal_u2_family_003_r04,train,27,28,0.004916936159133911,0,1.0,False,False,True,False
gold,formal_u2_family_003_r05_gold_0,u2_family_003,formal_u2_family_003_r05,train,0,1,0.001407712697982788,0,1.0,False,False,False,False
gold,formal_u2_family_003_r05_gold_1,u2_family_003,formal_u2_family_003_r05,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_003_r05_gold_2,u2_family_003,formal_u2_family_003_r05,train,3,6,-0.002859175205230713,0,1.0,False,False,False,False
gold,formal_u2_family_003_r05_gold_3,u2_family_003,formal_u2_family_003_r05,train,7,23,0.9391045570373535,0,1.0,False,False,True,False
gold,formal_u2_family_003_r05_gold_4,u2_family_003,formal_u2_family_003_r05,train,24,25,0.007156252861022949,0,1.0,False,False,True,False
gold,formal_u2_family_004_r00_gold_0,u2_family_004,formal_u2_family_004_r00,train,0,0,0.0,1,1.0,False,False,False,False
gold,formal_u2_family_004_r00_gold_1,u2_family_004,formal_u2_family_004_r00,train,1,1,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_004_r00_gold_2,u2_family_004,formal_u2_family_004_r00,train,2,5,-0.004637777805328369,0,1.0,True,False,False,False
gold,formal_u2_family_004_r01_gold_0,u2_family_004,formal_u2_family_004_r01,train,0,1,-0.0035047531127929688,0,1.0,False,False,False,False
gold,formal_u2_family_004_r01_gold_1,u2_family_004,formal_u2_family_004_r01,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_004_r01_gold_2,u2_family_004,formal_u2_family_004_r01,train,3,5,-0.0038718581199645996,0,1.0,True,False,False,False
gold,formal_u2_family_004_r02_gold_0,u2_family_004,formal_u2_family_004_r02,train,0,1,0.007654845714569092,0,1.0,False,False,False,False
gold,formal_u2_family_004_r02_gold_1,u2_family_004,formal_u2_family_004_r02,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_004_r02_gold_2,u2_family_004,formal_u2_family_004_r02,train,3,5,-0.004531502723693848,0,1.0,True,False,False,False
gold,formal_u2_family_004_r03_gold_0,u2_family_004,formal_u2_family_004_r03,train,0,1,0.014610856771469116,0,1.0,False,False,False,False
gold,formal_u2_family_004_r03_gold_1,u2_family_004,formal_u2_family_004_r03,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_004_r03_gold_2,u2_family_004,formal_u2_family_004_r03,train,3,6,-0.005427360534667969,0,1.0,True,False,False,False
gold,formal_u2_family_004_r04_gold_0,u2_family_004,formal_u2_family_004_r04,train,0,1,0.011900246143341064,0,1.0,False,False,False,False
gold,formal_u2_family_004_r04_gold_1,u2_family_004,formal_u2_family_004_r04,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_004_r04_gold_2,u2_family_004,formal_u2_family_004_r04,train,3,5,-0.0043312907218933105,0,1.0,True,False,False,False
gold,formal_u2_family_004_r05_gold_0,u2_family_004,formal_u2_family_004_r05,train,0,1,0.001331329345703125,0,1.0,False,False,False,False
gold,formal_u2_family_004_r05_gold_1,u2_family_004,formal_u2_family_004_r05,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_004_r05_gold_2,u2_family_004,formal_u2_family_004_r05,train,3,7,-0.004712224006652832,0,1.0,True,False,False,False
gold,formal_u2_family_005_r00_gold_0,u2_family_005,formal_u2_family_005_r00,train,0,7,0.02383214235305786,0,1.0,False,False,False,False
gold,formal_u2_family_005_r00_gold_1,u2_family_005,formal_u2_family_005_r00,train,8,8,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_005_r00_gold_2,u2_family_005,formal_u2_family_005_r00,train,9,14,0.13623645901679993,0,1.0,False,False,False,False
gold,formal_u2_family_005_r00_gold_3,u2_family_005,formal_u2_family_005_r00,train,15,28,0.33515891432762146,0,1.0,False,False,True,False
gold,formal_u2_family_005_r00_gold_4,u2_family_005,formal_u2_family_005_r00,train,29,30,0.007526978850364685,0,1.0,False,False,True,False
gold,formal_u2_family_005_r01_gold_0,u2_family_005,formal_u2_family_005_r01,train,0,5,-0.0011032819747924805,0,1.0,False,False,False,False
gold,formal_u2_family_005_r01_gold_1,u2_family_005,formal_u2_family_005_r01,train,6,8,0.06984007358551025,0,1.0,False,False,False,False
gold,formal_u2_family_005_r01_gold_2,u2_family_005,formal_u2_family_005_r01,train,9,9,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_005_r01_gold_3,u2_family_005,formal_u2_family_005_r01,train,10,12,0.07819868624210358,0,1.0,False,False,False,False
gold,formal_u2_family_005_r01_gold_4,u2_family_005,formal_u2_family_005_r01,train,13,28,0.3629084527492523,0,1.0,False,False,True,False
gold,formal_u2_family_005_r01_gold_5,u2_family_005,formal_u2_family_005_r01,train,29,30,0.005844250321388245,0,1.0,False,False,True,False
gold,formal_u2_family_005_r02_gold_0,u2_family_005,formal_u2_family_005_r02,train,0,8,0.07036992907524109,0,1.0,False,False,False,False
gold,formal_u2_family_005_r02_gold_1,u2_family_005,formal_u2_family_005_r02,train,9,9,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_005_r02_gold_2,u2_family_005,formal_u2_family_005_r02,train,10,12,0.06458061933517456,0,1.0,False,False,False,False
gold,formal_u2_family_005_r02_gold_3,u2_family_005,formal_u2_family_005_r02,train,13,30,0.3787073791027069,0,1.0,False,False,True,False
gold,formal_u2_family_005_r02_gold_4,u2_family_005,formal_u2_family_005_r02,train,31,32,0.007555767893791199,0,1.0,False,False,True,False
gold,formal_u2_family_005_r03_gold_0,u2_family_005,formal_u2_family_005_r03,train,0,8,0.06684315204620361,0,1.0,False,False,False,False
gold,formal_u2_family_005_r03_gold_1,u2_family_005,formal_u2_family_005_r03,train,9,9,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_005_r03_gold_2,u2_family_005,formal_u2_family_005_r03,train,10,13,0.0979972779750824,0,1.0,False,False,False,False
gold,formal_u2_family_005_r03_gold_3,u2_family_005,formal_u2_family_005_r03,train,14,32,0.34758663177490234,0,1.0,False,False,True,False
gold,formal_u2_family_005_r03_gold_4,u2_family_005,formal_u2_family_005_r03,train,33,34,0.004292473196983337,0,1.0,False,False,True,False
gold,formal_u2_family_005_r04_gold_0,u2_family_005,formal_u2_family_005_r04,train,0,7,0.03331059217453003,0,1.0,False,False,False,False
gold,formal_u2_family_005_r04_gold_1,u2_family_005,formal_u2_family_005_r04,train,8,8,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_005_r04_gold_2,u2_family_005,formal_u2_family_005_r04,train,9,12,0.09500418603420258,0,1.0,False,False,False,False
gold,formal_u2_family_005_r04_gold_3,u2_family_005,formal_u2_family_005_r04,train,13,26,0.3580487370491028,0,1.0,False,False,True,False
gold,formal_u2_family_005_r04_gold_4,u2_family_005,formal_u2_family_005_r04,train,27,28,0.006399244070053101,0,1.0,False,False,True,False
gold,formal_u2_family_005_r05_gold_0,u2_family_005,formal_u2_family_005_r05,train,0,5,-0.000950932502746582,0,1.0,False,False,False,False
gold,formal_u2_family_005_r05_gold_1,u2_family_005,formal_u2_family_005_r05,train,6,7,0.02478194236755371,0,1.0,False,False,False,False
gold,formal_u2_family_005_r05_gold_2,u2_family_005,formal_u2_family_005_r05,train,8,8,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_005_r05_gold_3,u2_family_005,formal_u2_family_005_r05,train,9,12,0.07705581188201904,0,1.0,False,False,False,False
gold,formal_u2_family_005_r05_gold_4,u2_family_005,formal_u2_family_005_r05,train,13,29,0.3879789710044861,0,1.0,False,False,True,False
gold,formal_u2_family_005_r05_gold_5,u2_family_005,formal_u2_family_005_r05,train,30,31,0.005033120512962341,0,1.0,False,False,True,False
gold,formal_u2_family_006_r00_gold_0,u2_family_006,formal_u2_family_006_r00,train,0,1,0.0153389573097229,0,1.0,False,False,False,False
gold,formal_u2_family_006_r00_gold_1,u2_family_006,formal_u2_family_006_r00,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_006_r00_gold_2,u2_family_006,formal_u2_family_006_r00,train,3,20,0.5606585144996643,0,1.0,False,False,True,False
gold,formal_u2_family_006_r00_gold_3,u2_family_006,formal_u2_family_006_r00,train,21,22,0.006228744983673096,0,1.0,False,False,True,False
gold,formal_u2_family_006_r01_gold_0,u2_family_006,formal_u2_family_006_r01,train,0,1,0.010875165462493896,0,1.0,False,False,False,False
gold,formal_u2_family_006_r01_gold_1,u2_family_006,formal_u2_family_006_r01,train,2,2,0.0,2,1.0,False,False,False,False
gold,formal_u2_family_006_r01_gold_2,u2_family_006,formal_u2_family_006_r01,train,3,20,0.5612427592277527,0,1.0,False,False,True,False
