task_id,skill_id,attempt,seed,controller_exit,sim_duration,steps,verifier_fact,verifier_value,hidden_qa,verified_success,wrong_object,timeout,nan_blocked,rejected,interrupted,policy_input_keys
T_A,a:PICK:second_object:v1,3,8023,NORMAL_TERMINATION,4.1999999999996485,84,p:Held:second_object,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PICK:second_object:v1,4,8024,NORMAL_TERMINATION,4.1999999999996485,84,p:Held:second_object,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE:target:container:v1,0,8030,NORMAL_TERMINATION,2.9000000000009223,58,p:Inside:target:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE:target:container:v1,1,8031,NORMAL_TERMINATION,2.9000000000009223,58,p:Inside:target:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE:target:container:v1,2,8032,NORMAL_TERMINATION,2.9000000000009223,58,p:Inside:target:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE:target:container:v1,3,8033,NORMAL_TERMINATION,2.9000000000009223,58,p:Inside:target:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE:target:container:v1,4,8034,NORMAL_TERMINATION,2.9000000000009223,58,p:Inside:target:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE_BUFFER:second_object:buffer:v1,0,8040,NORMAL_TERMINATION,3.550000000000784,71,p:AtBuffer:second_object:buffer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE_BUFFER:second_object:buffer:v1,1,8041,NORMAL_TERMINATION,3.550000000000784,71,p:AtBuffer:second_object:buffer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE_BUFFER:second_object:buffer:v1,2,8042,NORMAL_TERMINATION,3.550000000000784,71,p:AtBuffer:second_object:buffer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE_BUFFER:second_object:buffer:v1,3,8043,NORMAL_TERMINATION,3.550000000000784,71,p:AtBuffer:second_object:buffer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE_BUFFER:second_object:buffer:v1,4,8044,NORMAL_TERMINATION,3.550000000000784,71,p:AtBuffer:second_object:buffer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE:second_object:container:v1,0,8050,NORMAL_TERMINATION,2.950000000000985,59,p:Inside:second_object:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE:second_object:container:v1,1,8051,NORMAL_TERMINATION,2.950000000000985,59,p:Inside:second_object:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE:second_object:container:v1,2,8052,NORMAL_TERMINATION,2.950000000000985,59,p:Inside:second_object:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE:second_object:container:v1,3,8053,NORMAL_TERMINATION,2.950000000000985,59,p:Inside:second_object:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_A,a:PLACE:second_object:container:v1,4,8054,NORMAL_TERMINATION,2.950000000000985,59,p:Inside:second_object:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:OPEN:container:v1,0,9000,NORMAL_TERMINATION,7.5999999999995405,152,p:Open:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:OPEN:container:v1,1,9001,NORMAL_TERMINATION,7.5999999999995405,152,p:Open:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:OPEN:container:v1,2,9002,NORMAL_TERMINATION,7.5999999999995405,152,p:Open:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:OPEN:container:v1,3,9003,NORMAL_TERMINATION,7.5999999999995405,152,p:Open:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:OPEN:container:v1,4,9004,NORMAL_TERMINATION,7.5999999999995405,152,p:Open:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PICK:target:v1,0,9010,NORMAL_TERMINATION,4.349999999997589,87,p:Held:target,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PICK:target:v1,1,9011,NORMAL_TERMINATION,4.349999999997589,87,p:Held:target,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PICK:target:v1,2,9012,NORMAL_TERMINATION,4.349999999997589,87,p:Held:target,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PICK:target:v1,3,9013,NORMAL_TERMINATION,4.349999999997589,87,p:Held:target,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PICK:target:v1,4,9014,NORMAL_TERMINATION,4.349999999997589,87,p:Held:target,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PICK:interferer:v1,0,9020,NORMAL_TERMINATION,3.649999999999709,73,p:Held:interferer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PICK:interferer:v1,1,9021,NORMAL_TERMINATION,3.649999999999709,73,p:Held:interferer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PICK:interferer:v1,2,9022,NORMAL_TERMINATION,3.649999999999709,73,p:Held:interferer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PICK:interferer:v1,3,9023,NORMAL_TERMINATION,3.649999999999709,73,p:Held:interferer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PICK:interferer:v1,4,9024,NORMAL_TERMINATION,3.649999999999709,73,p:Held:interferer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PLACE:target:container:v1,0,9030,NORMAL_TERMINATION,2.8999999999983928,58,p:Inside:target:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PLACE:target:container:v1,1,9031,NORMAL_TERMINATION,2.8999999999983928,58,p:Inside:target:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PLACE:target:container:v1,2,9032,NORMAL_TERMINATION,2.8999999999983928,58,p:Inside:target:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PLACE:target:container:v1,3,9033,NORMAL_TERMINATION,2.8999999999983928,58,p:Inside:target:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PLACE:target:container:v1,4,9034,NORMAL_TERMINATION,2.8999999999983928,58,p:Inside:target:container,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PLACE_BUFFER:interferer:buffer:v1,0,9040,NORMAL_TERMINATION,3.5500000000007397,71,p:AtBuffer:interferer:buffer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PLACE_BUFFER:interferer:buffer:v1,1,9041,NORMAL_TERMINATION,3.5500000000007397,71,p:AtBuffer:interferer:buffer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PLACE_BUFFER:interferer:buffer:v1,2,9042,NORMAL_TERMINATION,3.5500000000007397,71,p:AtBuffer:interferer:buffer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PLACE_BUFFER:interferer:buffer:v1,3,9043,NORMAL_TERMINATION,3.5500000000007397,71,p:AtBuffer:interferer:buffer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
T_C,a:PLACE_BUFFER:interferer:buffer:v1,4,9044,NORMAL_TERMINATION,3.5500000000007397,71,p:AtBuffer:interferer:buffer,TRUE,True,True,False,False,False,False,False,"['depth', 'eef_pos', 'eef_quat', 'gripper_qpos', 'proprio', 'rgb', 'sim_time']"
