rollout_id,split,before_dense_sha256,after_dense_sha256,before_count,after_count,timestamps_strictly_increasing,physical_rollout_reexecuted
L2RAR1_LONG_00_510000_r03,dev_fit,1b3759ca3e2ac00a702e1bd03d1c51e32433eb5a6a2be8344c67ed84aea83b94,80597a3ce24185c7981563575f83b1713e2285538fc76a8f0cf6203bbbbecb5c,51,51,True,False
L2RAR1_LONG_01_510000_r00,dev_fit,e6d6f5f8457dbf0e39fd71ad15425a64416c82b1db44ee3d0e496cca48bd49b0,8ae5efb67b781d595a63642294669fe3ed30ec00e99da11276ea67fc8d68690d,49,49,True,False
L2RAR1_LONG_01_510000_r01,dev_fit,840b9281fb12019107fb1d932bb619cfc12869eaa225887de55b63bf73abd1cb,830d9ad8a476a6cd341cead1993262db11dc1f9ff24c73e4175dd3038bcd5f2d,51,51,True,False
L2RAR1_LONG_01_510000_r02,dev_fit,d8e6a79805bb2089681087f5ab18530de03a6a647e9fd9d77ee66eeed3bffd6c,8ccde2a35a872aec6a5edec8112f40f054ba329bcc1c21ea62f33a1af31d9c9e,53,53,True,False
L2RAR1_LONG_01_510000_r03,dev_fit,d3a77c7b2dc90f08571bb579b5bdd7bffdb20898e13479f828435e74dbbcce3a,1ad368fa8427f999194b4bc2935e7c28379224841a1bc158a1c1cb94a959fa96,51,51,True,False
L2RAR1_LONG_02_510000_r00,dev_select,2463e4ed4b62e03c4a2ebeb3a98378b6fa392b97c9373a3a5d3e2bac6516fa8d,522f8504938350651b7463bb9d73cdd6b5391c50aaaf907e3a553547aece3ac5,49,49,True,False
L2RAR1_LONG_02_510000_r01,dev_select,afe8180dd2284bf39a9858a17de6a4cc95aad51f440366b766d97868f2e692cc,c1d0219dd5a62bf5bdd1987454f0d7f184afb96b7b5287d55283ca4eb0225d11,51,51,True,False
L2RAR1_LONG_02_510000_r02,dev_select,5f603dcf5def8bf2d2ff7a054d63b92d9d7fc8cf738fe235182b928b4b2a8618,fc9d0440067e188457f2486d6a905151ff36c156e4ff3db53bdd103eeaa128b6,53,53,True,False
L2RAR1_LONG_02_510000_r03,dev_select,053391b712a6fa2286a1a271738091ecf3b1849b50c136e642015b1b9f6ad733,d300ca1671c042fd142016e6e1a4ed7f6400cf2b2c7bffef93264c875d4ad8bb,51,51,True,False
L2RAR1_LONG_03_510000_r00,dev_select,32c544bfe00059724913b713814827e98d221bd2c3b40776eed233070d370f01,aea1c9a5937db2fe25316677076491c3f4dcf2f0da3f8eea7b56097f31d4186b,49,49,True,False
L2RAR1_LONG_03_510000_r01,dev_select,b4bfe9a52c54f4e4eb4a5af4786d87ed32b78a8c2c7dbfea397cc3f6815f96a7,236e71cf6ae4d971145e8132c3bb10a89311e9ff9240ae4acd308ce426ef290e,51,51,True,False
L2RAR1_LONG_03_510000_r02,dev_select,88f020262f0b4e08cbf0991d23b1a1bc13335129e49400111dbb8d7af2b8ec8a,b439dca658e2346a7018fe6f6e4c9fec62dacd34ff7f61dbac13a9d9dba19c11,53,53,True,False
L2RAR1_LONG_03_510000_r03,dev_select,5e7fa5f09c828b55ec11e67191d91737f729b7978b45a23e266904422e6a9ff0,6407d418addfbd7cc6b8cda0c7ab49449315927f03f492ca6f1751dd048ca099,51,51,True,False
L2RAR1_LOSS_00_510000_r00,dev_fit,e288a96c473c306067b72768bcdcb57d9ddf99133165648d5a1f7a59e84215c8,e11e3d300d8e40c2f76630d9243c01e3825f8acf95e2bd8a5c536e60c3d70ec9,34,34,True,False
L2RAR1_LOSS_00_510000_r01,dev_fit,494eba8a20f3825150598170752d0efc3a75c809755d497b2f64d9a5c50ef67d,66f243298fff17c338aae7e3978fce5ae18e175bab52fb73e84296e74df1d4a1,36,36,True,False
L2RAR1_LOSS_00_510000_r02,dev_fit,e1e12d61f7000f5ae68f8c525bd0cc66516a901b24e863752f76d60ff49ff51f,96b86931f2f2b251519ee5ae1cb37d21bc252d7875873189b433e601748472a4,38,38,True,False
L2RAR1_LOSS_00_510000_r03,dev_fit,8578da958719b7b7cb2d6628fc3be90101a932492c84164ed5bdc96bed0194cc,ed304a6705aef583df1e314c246988750c7f75e31d5906f156a7291909a17dfe,36,36,True,False
L2RAR1_LOSS_01_510000_r00,dev_fit,a5ba83a8bd04542c4c53a6a5378d7873bc2f99eed1a2cdf563e7008634e565f8,21ae0c1819bc9a1dad8dd034475a550cf49674ec2b8c32067aa078e68ad02dbe,34,34,True,False
L2RAR1_LOSS_01_510000_r01,dev_fit,d57bd0668f144991bb2023d2c0e4e6312b0b3799778eabbbbdc185c523b1e92c,2f032315cec5f38b5c3c40ef5b498c0617f7dd495c1429dd003af4f76bc128f5,36,36,True,False
L2RAR1_LOSS_01_510000_r02,dev_fit,de9abf819e8686ddfde3c49ce74921d93d83d25bc08fe3e2fe17d86752aa1425,374d9c405cf2a8b08a550385fffb4d85685a19f41fef53ef05e277ffd7b27193,38,38,True,False
L2RAR1_LOSS_01_510000_r03,dev_fit,a7d59a715da09bf30349646b331d192cb17271ffb5eb8eb4d4da56d64e463a72,2b681b4c1a0aa2baa321c8e89441cbdb8ed840a94413843a0e0449672f7bea93,36,36,True,False
L2RAR1_LOSS_02_510000_r00,dev_select,e76c5772628f10c2c0d1e84ef71ece3540f4b827697ac223b9b4e79c27922271,ee8744452c234728d4b0b06efba9ee518615bd920af9045a5e0c7a40d09ffa61,34,34,True,False
L2RAR1_LOSS_02_510000_r01,dev_select,b1d6b1086a0993c9ee211046adb8fb8a69c490559f2df88e7098cfe756df63bd,018e01f694e30eda435f8f90712d6f38e6f66a8cb8a45667e3fe758fe00623d1,36,36,True,False
L2RAR1_LOSS_02_510000_r02,dev_select,4b9bca69a41bb948c8e6d32eb83b3c877cd8b69486cc6fd432da7c1b9ad6b4fa,2e40cee2430735e5ea444dfa62205a8baf897db82c4f69fc81b49e41f8db086a,38,38,True,False
L2RAR1_LOSS_02_510000_r03,dev_select,f017430174c9c5fe4418082ac26920ccf63ffb042b8b758ca5787f6b5029c045,e7353a2955111d6e978e4cbce8e174daf5da86a4e56209be4edd040b21a258ee,36,36,True,False
L2RAR1_LOSS_03_510000_r00,dev_select,1694c9f0d7160b256c02166dcf7104d85e9215c7ced2a36b14bc8400e8921c0c,3715d15d368bd6534449ea9c70ca16fd62c6bb9be4a12316c52a9441fe4baae2,34,34,True,False
L2RAR1_LOSS_03_510000_r01,dev_select,766ac77e107f4ff37e001d9c28e96f07e608e48dbdf72418746e42c0a68229f5,b5828138949f5d0918f37bbdb0cebad17f1e6c6d6c673535a320af9c22c330ed,36,36,True,False
L2RAR1_LOSS_03_510000_r02,dev_select,3803013386fad9051f1d568717dc31ea3fdbb00c0f90f45f25555193075bf820,6741b8dbb576654bb6ef584a970a424ffa049b93bb2dc178c78ebec0d574bd29,38,38,True,False
L2RAR1_LOSS_03_510000_r03,dev_select,dcb609f5d6076b0ddb30e0f53860e32bf911a1bb8de70ad65e257ed5c4809e96,c477e63a18cbb95a33b5f163350c9846098977272ca467500192c84e2b3581db,36,36,True,False
L2RAR1_MISS_00_510000_r00,dev_fit,f8182a6789c215cde50dd5b277b8f1adb0543b8cc79e84eeec331479628a0ee6,2f5da148b037c01f5ca9b62b790439db9306fe523043b438cb198c7b742b6839,19,19,True,False
L2RAR1_MISS_00_510000_r01,dev_fit,d9c9e5c0015d71efbd84e16e3521b8be41c5d4a48652397ee5477388d40c03cc,f35053aeb061b3defaf9770cf6895c110ff3b7333c7035a25f3796695f95c522,20,20,True,False
L2RAR1_MISS_00_510000_r02,dev_fit,882afc30e4b26b41c46ab52558dfd88b0ec9683456d3bca629c7c1a01db7a1e1,c51bf44d0707ee7e231d2513dadca7197c51c8eba447cece648b4d4001bc73b4,21,21,True,False
L2RAR1_MISS_00_510000_r03,dev_fit,14123f2ffb853679de6adafc7fd89fd6abe657157754ebdf8a6535fdbb73b0b4,b5b6452f8d0e1d9ecff23ee319fd9e5c9ac31ece2e50436297c139ec03d84ed7,20,20,True,False
L2RAR1_MISS_01_510000_r00,dev_fit,5699c57ffd5bfe08234f933dbc257de63d7023ffcd2a0703aff8b4722834101a,d64b7fbe78f7d066e7d74fa17119650609734b4c7ec06c7504fe376ddc4c880f,19,19,True,False
L2RAR1_MISS_01_510000_r01,dev_fit,c37d1772586700dfc5ee559d8a28c284c2a39d0b81b6c26daada0109a2effdb8,9f88164b98f9b004bdc0dad3393b5b478da5fe60dce51c6188a927bfa392a1fe,20,20,True,False
L2RAR1_MISS_01_510000_r02,dev_fit,9196b03de297bb5983de49fe27f6282b563ae9a2f4d4852ba1d12c9a9b50f57c,8965f3f89905d30130404fae1cc0fe2e71176bfb40bc2a9e9474ad33a67b2634,21,21,True,False
L2RAR1_MISS_01_510000_r03,dev_fit,50fc1be65b5ebc663d780b695566f223c5169c457f93f8d7520e6895b557370a,85306ba4a5bb1f10c88efb4b1337bf79ba9d2ab75ce13f758a8df5f3f3a78e73,20,20,True,False
L2RAR1_MISS_02_510000_r00,dev_select,abad3c8727717d63543c5f0f769c3749706799ea14685afc8cee9bd8b9bfb4e6,007a6a283df950fcb53be8c429547022b270f993cb83e60554b1d16f7db17c9d,19,19,True,False
L2RAR1_MISS_02_510000_r01,dev_select,c80009401884f093c815e99dbb1a962409675cd4ee2f903bb55e95918990fdd3,00380b4bd2e4ad6784e03daada4ab1c9d212decb6f8eebf7a663a20bcefaebd2,20,20,True,False
L2RAR1_MISS_02_510000_r02,dev_select,f864927b51da5c122bb8240c11835449169c7327441c75b9634009ca465f0c9f,3ca8004b5a3e48782f092b6486fb81d35821ddda9942b12d927e9543b311e2d8,21,21,True,False
L2RAR1_MISS_02_510000_r03,dev_select,155650da99b9c9a0d1d8b2921c3c74fb9cfb5ae071f29038323c67f1f514ceec,61a04089286ef78b347e92fedc3eba3f9f8687dade09a19bf5a613f9ce3f7b04,20,20,True,False
L2RAR1_MISS_03_510000_r00,dev_select,8bb3849bd09fc0f80a3f67f73b679f78c59cebbb268faa6470ac171afd00ba1d,b9cdf1c7a2a3d5b651d74e4ddb5286b8b81b7f7f756ea7efbf599a4c669b2f7d,19,19,True,False
L2RAR1_MISS_03_510000_r01,dev_select,a61006b9a3adebc4eac455a3a010a9e3ba419a388a7b0959a03ca27b10984012,7b8a3de39c95e907a001f58ec7869625012b879bbcf7af3a60ef6e0386ab16a1,20,20,True,False
L2RAR1_MISS_03_510000_r02,dev_select,0637d28890e75828b169aa4621a03cc89de539b456be3508de3f75642c73269a,f6a7024315c663e7f8fe35323010b3cf1dc86b16a95834972ecb299e76f8f373,21,21,True,False
L2RAR1_MISS_03_510000_r03,dev_select,4826ec12a1ccf0231a111738ecb984c692a0431007f04a7151f6eb3c61397cbf,3e03b755a42b645d297c5437b3e805eda35cc93b6706b56853a1b8d36328a98a,20,20,True,False
L2RAR1_NORM_00_510000_r00,dev_fit,47a8900d0f86def9738da95142029eba162e4bf4df0aea463446d8d4d978a1d1,d7e7d421d1a7a3cbb734686cf5aeddfda4754bfa85dfa04ffbb5cafdb2ad52a6,42,42,True,False
L2RAR1_NORM_00_510000_r01,dev_fit,a96ff293e04e43eed15de9453d96abf08225448aababdf53b3618a82eecf7c55,590e444cf4b3c81f3bd6b8edabb76a91928498f6367c3cffa1536a8f9db849e8,43,43,True,False
L2RAR1_NORM_00_510000_r02,dev_fit,24c007e247fd3269ce0099e3313f537734ab8e13321025f54d67025d5a983bd0,436f2e999a8ce01a11bb764214759a27736ea38a2f25fd537c532ecbe76ca9f0,44,44,True,False
L2RAR1_NORM_00_510000_r03,dev_fit,52c112dd726bf8c77c24c6d2d4c5c9a375fa369bf3945dc8ad291dead0f60cc5,7f7f4eeccdb0e46a6d516259e544903584d159d58387a1446f9c84183590f106,43,43,True,False
L2RAR1_NORM_01_510000_r00,dev_fit,6d5adb72952e4a31dd7af4e3f07c2c8fd3751470c9a74dd289d629d3046385c0,67d523f9888cd7cac9c0665dc1f61925b9f878b8bf858934485c085724c4e61d,42,42,True,False
L2RAR1_NORM_01_510000_r01,dev_fit,94ddb96bab1c27c344fc235e72537fdc49b1a7e0b2911c82aa1355a7b5715af6,e84d4e3575a2cfadabf3de2117f917ab0ed1ce2e0e8e9dbfbc3345dd4d3ab684,43,43,True,False
L2RAR1_NORM_01_510000_r02,dev_fit,9b7b29b47a86e71154105e0ed2d0d284f20576950908b55048af3e3b99e24197,50619f589580e4725761c73b103bcc919044d1a8f8418c02a948330d7acc2cd1,44,44,True,False
L2RAR1_NORM_01_510000_r03,dev_fit,a8b59137e00feb6df074b1bcb08ff38fe48448dc2cf9fbe1cd8cb20b5fcc6aed,70c81dfaa2127e4c328031e08e7cdeef149ed676570bde08615131c9724efe79,43,43,True,False
L2RAR1_NORM_02_510000_r00,dev_select,ebf4fddeadfbf454d9e8714f1429cdec00b3aa8ef6b3cb9b32cbea47c913461a,5e3e20979645cf27d5d7559f20609b29bf6a86cdd911cab41bcbb15351c88671,42,42,True,False
L2RAR1_NORM_02_510000_r01,dev_select,2872fffd06e576003742187ce23b10f835c0dceb390564ce5126390881d196b8,441cdb80829f215c637775d3ecd923d65c330e783fd12765b0bcdbc9ed0d5a2f,43,43,True,False
L2RAR1_NORM_02_510000_r02,dev_select,8f2da0bc874a7d41ecd9c622b49f94d1c8e17b1794bea3a5e3092f7fc2d974cc,51190723dc5e7d4b387bc77b0e3b1623d3a4d87dd77fb62b9ebf47c7ddfe8458,44,44,True,False
L2RAR1_NORM_02_510000_r03,dev_select,dbfd41b449b50c853c27efa6d704f095003be76ee6fd6aac944eaaabdeebcc40,c3fbb8a3d7c4f93ceded01b28ee594c35fa8ec5b711aede240a4e67988018813,43,43,True,False
L2RAR1_NORM_03_510000_r00,dev_select,dd81c61ab5c3ef5b0b0acfdecacd27769eab53c89eaee62e175001504affc8f7,cfdb33da2ab462e326ec14df13f5f14340e64145452ebfa3c21f9280c08c1b90,42,42,True,False
L2RAR1_NORM_03_510000_r01,dev_select,32696d2383b579e4d21868d2d05b610e0461c26bae580d41f2e9f193c1f40f2d,9054baec7df9f3eb5438bd7c33b2e89496ae0eb50d9c792248dd447e99aa8c59,43,43,True,False
L2RAR1_NORM_03_510000_r02,dev_select,3f1673491ab0975c7b760a1959e6a0751f4c68e969e2b5cd450ac4b46dae8553,6544e95b566bac1b3545641d483c560a1b8025c195811b10f5336fed52ff04ae,44,44,True,False
L2RAR1_NORM_03_510000_r03,dev_select,48a2c0dafe7492247a5872320b880c81bacb324403b033ddb3cf70fe6ab9e4f5,ac69a5078d3d352bb1863cacbe545f205ba6c7aa103a6b5bfff69d8f98c696c9,43,43,True,False
L2RAR1_TOUC_00_510000_r00,dev_fit,00d8a1c89ea0d6d7f595d945c02900ddb5ce059f88e2f771757552eb0444cd95,132f3ca40af343910c0906d34d6bb27c9d2827352f2669e97ca593a1cedc9147,16,16,True,False
L2RAR1_TOUC_00_510000_r01,dev_fit,bc1556aba4f5808b20b6a54f09ea79df179d2451031fa8c397267eaa9cdcb605,4f13c860774b833de3c52526710fdd2c0bbf5c79d8f082d7b1599b66b10c96aa,18,18,True,False
L2RAR1_TOUC_00_510000_r02,dev_fit,c67737cbefe01fd50a7090d50dd8d090415d982d5ed27048f96785952322b1a0,478abfc55bc9644333418786047836dff6cb7204d1bdba20f468ad24f8e936e5,20,20,True,False
L2RAR1_TOUC_00_510000_r03,dev_fit,eba1c991150f927afc563f0015e71259c22e5e30ac7ebf30d30029706d006564,c6558b3fda2e1d3853ce2f528503ef1fd39aaa1be13594807017848d091332a7,22,22,True,False
