invocation_id,role,source_path,source_sha256,item,recorded_value,code_requested_value,effective_value,effective_value_evidence,source_commit,run_code_hash_verified,mismatch_type,status,missing_evidence,notes
R12_CURRENT_SOURCE,current_source,/home/__compress_data/xushijie/graph_l2ra_r2_r12_worktree/upgrade_v2/l2r_execution_audit,NOT_RECORDED,source_commit,dc51582b99759a6e5a7427e1965a5110c5944ed4,dc51582b99759a6e5a7427e1965a5110c5944ed4,dc51582b99759a6e5a7427e1965a5110c5944ed4,explicit saved metadata only,dc51582b99759a6e5a7427e1965a5110c5944ed4,true,none,RECORDED,current guarded source in maintenance worktree,Current environment metadata is not substituted for historical metadata.
R12_CURRENT_SOURCE,current_source,/home/__compress_data/xushijie/graph_l2ra_r2_r12_worktree/upgrade_v2/l2r_execution_audit,NOT_RECORDED,model_or_xml_sha256,NOT_RECORDED,NOT_REQUESTED,NOT_RECORDED,explicit saved metadata only,dc51582b99759a6e5a7427e1965a5110c5944ed4,true,missing,GAP,current guarded source in maintenance worktree,Current environment metadata is not substituted for historical metadata.
R12_CURRENT_SOURCE,current_source,/home/__compress_data/xushijie/graph_l2ra_r2_r12_worktree/upgrade_v2/l2r_execution_audit,NOT_RECORDED,numpy_mujoco_versions,NOT_RECORDED,NOT_REQUESTED,NOT_RECORDED,explicit saved metadata only,dc51582b99759a6e5a7427e1965a5110c5944ed4,true,missing,GAP,current guarded source in maintenance worktree,Current environment metadata is not substituted for historical metadata.
R12_CURRENT_SOURCE,current_source,/home/__compress_data/xushijie/graph_l2ra_r2_r12_worktree/upgrade_v2/l2r_execution_audit,NOT_RECORDED,seed_family_config,NOT_RECORDED,NOT_REQUESTED,NOT_RECORDED,explicit saved metadata only,dc51582b99759a6e5a7427e1965a5110c5944ed4,true,missing,GAP,current guarded source in maintenance worktree,Current environment metadata is not substituted for historical metadata.
R12_CURRENT_SOURCE,current_source,/home/__compress_data/xushijie/graph_l2ra_r2_r12_worktree/upgrade_v2/l2r_execution_audit,NOT_RECORDED,renderer_callbacks,NOT_RECORDED,NOT_REQUESTED,NOT_RECORDED,explicit saved metadata only,dc51582b99759a6e5a7427e1965a5110c5944ed4,true,missing,GAP,current guarded source in maintenance worktree,Current environment metadata is not substituted for historical metadata.
R12_CURRENT_SOURCE,current_source,/home/__compress_data/xushijie/graph_l2ra_r2_r12_worktree/upgrade_v2/l2r_execution_audit,NOT_RECORDED,sampling_point,NOT_RECORDED,NOT_REQUESTED,NOT_VERIFIED,explicit saved metadata only,dc51582b99759a6e5a7427e1965a5110c5944ed4,true,mapping_not_proven,GAP,current guarded source in maintenance worktree,Current environment metadata is not substituted for historical metadata.
R12_GENERATED_REPORT,generated_report,/home/__compress_data/xushijie/graph_l2ra_r2_r12_worktree/artifacts/pathgraph_sarm/upgrade_v2/execution_audit_l2rar2_r12_v1/provenance_matrix.csv,cbc4f2c1ba8ea0e41b4c8572e61b7427144f904d7474f6549d9a8f6e72dbdebd,source_commit,dc51582b99759a6e5a7427e1965a5110c5944ed4,dc51582b99759a6e5a7427e1965a5110c5944ed4,NOT_VERIFIED,explicit saved metadata only,dc51582b99759a6e5a7427e1965a5110c5944ed4,false,none,GAP,generated from explicit saved paths,Current environment metadata is not substituted for historical metadata.
R12_GENERATED_REPORT,generated_report,/home/__compress_data/xushijie/graph_l2ra_r2_r12_worktree/artifacts/pathgraph_sarm/upgrade_v2/execution_audit_l2rar2_r12_v1/provenance_matrix.csv,cbc4f2c1ba8ea0e41b4c8572e61b7427144f904d7474f6549d9a8f6e72dbdebd,model_or_xml_sha256,NOT_RECORDED,NOT_REQUESTED,NOT_RECORDED,explicit saved metadata only,dc51582b99759a6e5a7427e1965a5110c5944ed4,false,missing,GAP,generated from explicit saved paths,Current environment metadata is not substituted for historical metadata.
R12_GENERATED_REPORT,generated_report,/home/__compress_data/xushijie/graph_l2ra_r2_r12_worktree/artifacts/pathgraph_sarm/upgrade_v2/execution_audit_l2rar2_r12_v1/provenance_matrix.csv,cbc4f2c1ba8ea0e41b4c8572e61b7427144f904d7474f6549d9a8f6e72dbdebd,numpy_mujoco_versions,NOT_RECORDED,NOT_REQUESTED,NOT_RECORDED,explicit saved metadata only,dc51582b99759a6e5a7427e1965a5110c5944ed4,false,missing,GAP,generated from explicit saved paths,Current environment metadata is not substituted for historical metadata.
R12_GENERATED_REPORT,generated_report,/home/__compress_data/xushijie/graph_l2ra_r2_r12_worktree/artifacts/pathgraph_sarm/upgrade_v2/execution_audit_l2rar2_r12_v1/provenance_matrix.csv,cbc4f2c1ba8ea0e41b4c8572e61b7427144f904d7474f6549d9a8f6e72dbdebd,seed_family_config,NOT_RECORDED,NOT_REQUESTED,NOT_RECORDED,explicit saved metadata only,dc51582b99759a6e5a7427e1965a5110c5944ed4,false,missing,GAP,generated from explicit saved paths,Current environment metadata is not substituted for historical metadata.
R12_GENERATED_REPORT,generated_report,/home/__compress_data/xushijie/graph_l2ra_r2_r12_worktree/artifacts/pathgraph_sarm/upgrade_v2/execution_audit_l2rar2_r12_v1/provenance_matrix.csv,cbc4f2c1ba8ea0e41b4c8572e61b7427144f904d7474f6549d9a8f6e72dbdebd,renderer_callbacks,NOT_RECORDED,NOT_REQUESTED,NOT_RECORDED,explicit saved metadata only,dc51582b99759a6e5a7427e1965a5110c5944ed4,false,missing,GAP,generated from explicit saved paths,Current environment metadata is not substituted for historical metadata.
R12_GENERATED_REPORT,generated_report,/home/__compress_data/xushijie/graph_l2ra_r2_r12_worktree/artifacts/pathgraph_sarm/upgrade_v2/execution_audit_l2rar2_r12_v1/provenance_matrix.csv,cbc4f2c1ba8ea0e41b4c8572e61b7427144f904d7474f6549d9a8f6e72dbdebd,sampling_point,NOT_RECORDED,NOT_REQUESTED,NOT_VERIFIED,explicit saved metadata only,dc51582b99759a6e5a7427e1965a5110c5944ed4,false,mapping_not_proven,GAP,generated from explicit saved paths,Current environment metadata is not substituted for historical metadata.
