episode_id,task_id,root_group_id,evidence_tier,cost_contract_id,step,edge_type,available_at_ns,method,reward_mu,reward_lcb,weight_positive,failure_debt_before,failure_debt_after,recovery_cap_applied,raw_core,clipped_core,clip_applied,parity_error,part,cost_delta_mu,phi_delta_mu,loop_penalty,uncertainty_penalty
normalized_main__reset__p0__k1,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,0,failure,50000000,GRAPH_COST_DEBT,-0.5,-0.5,0.0,0.0,0.5,False,-0.5,-0.5,False,0.0,prefix,-0.5,0.0,0.0,0.0
normalized_main__reset__p0__k1,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,1,recovery,100000000,GRAPH_COST_DEBT,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.5,0.33333333333333326,False,0.16666666666666674,0.16666666666666674,False,0.0,prefix,0.16666666666666674,0.0,0.0,0.0
normalized_main__reset__p0__k1,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,2,recovery,150000000,GRAPH_COST_DEBT,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.33333333333333326,0.16666666666666663,False,0.16666666666666663,0.16666666666666663,False,0.0,prefix,0.16666666666666663,0.0,0.0,0.0
normalized_main__reset__p0__k1,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,3,forward,200000000,GRAPH_COST_DEBT,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666663,0.16666666666666663,False,0.16666666666666669,0.16666666666666669,False,0.0,prefix,0.16666666666666669,0.0,0.0,0.0
normalized_main__reset__p0__k1,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,0,failure,50000000,FULL_FROZEN,-0.5,-0.5,0.0,0.0,0.5,False,-0.5,-0.5,False,0.0,prefix,-0.5,0.0,0.0,0.0
normalized_main__reset__p0__k1,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,1,recovery,100000000,FULL_FROZEN,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.5,0.33333333333333326,False,0.16666666666666674,0.16666666666666674,False,0.0,prefix,0.16666666666666674,0.0,0.0,0.0
normalized_main__reset__p0__k1,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,2,recovery,150000000,FULL_FROZEN,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.33333333333333326,0.16666666666666663,False,0.16666666666666663,0.16666666666666663,False,0.0,prefix,0.16666666666666663,0.0,0.0,0.0
normalized_main__reset__p0__k1,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,3,forward,200000000,FULL_FROZEN,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666663,0.16666666666666663,False,0.16666666666666669,0.16666666666666669,False,0.0,prefix,0.16666666666666669,0.0,0.0,0.0
normalized_main__reset__p0__k1,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,0,failure,50000000,NO_RECOVERY_CREDIT,-0.5,-0.5,0.0,0.0,0.5,False,-0.5,-0.5,False,0.0,prefix,-0.5,0.0,0.0,0.0
normalized_main__reset__p0__k1,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,1,recovery,100000000,NO_RECOVERY_CREDIT,0.0,0.0,0.0,0.5,0.5,False,0.0,0.0,False,0.0,prefix,0.0,0.0,0.0,0.0
normalized_main__reset__p0__k1,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,2,recovery,150000000,NO_RECOVERY_CREDIT,0.0,0.0,0.0,0.5,0.5,False,0.0,0.0,False,0.0,prefix,0.0,0.0,0.0,0.0
normalized_main__reset__p0__k1,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,3,forward,200000000,NO_RECOVERY_CREDIT,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.5,0.5,False,0.16666666666666669,0.16666666666666669,False,0.0,prefix,0.16666666666666669,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,0,failure,50000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,1,recovery,100000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,2,recovery,150000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,3,forward,200000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,4,failure,250000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,5,recovery,300000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,6,recovery,350000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,7,forward,400000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,8,failure,450000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,9,recovery,500000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,10,recovery,550000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,11,forward,600000000,SPARSE_TERMINAL,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,0,failure,50000000,LINEAR_FIXED_ORDER,-0.5,-0.5,0.0,0.0,0.0,False,-0.5,-0.5,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,1,recovery,100000000,LINEAR_FIXED_ORDER,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,2,recovery,150000000,LINEAR_FIXED_ORDER,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,3,forward,200000000,LINEAR_FIXED_ORDER,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,4,failure,250000000,LINEAR_FIXED_ORDER,-0.5,-0.5,0.0,0.0,0.0,False,-0.5,-0.5,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,5,recovery,300000000,LINEAR_FIXED_ORDER,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,6,recovery,350000000,LINEAR_FIXED_ORDER,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,7,forward,400000000,LINEAR_FIXED_ORDER,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,8,failure,450000000,LINEAR_FIXED_ORDER,-0.5,-0.5,0.0,0.0,0.0,False,-0.5,-0.5,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,9,recovery,500000000,LINEAR_FIXED_ORDER,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,10,recovery,550000000,LINEAR_FIXED_ORDER,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,11,forward,600000000,LINEAR_FIXED_ORDER,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,0,failure,50000000,UNORDERED_COMPLETION_PROGRESS,-0.5,-0.5,0.0,0.0,0.0,False,-0.5,-0.5,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,1,recovery,100000000,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,2,recovery,150000000,UNORDERED_COMPLETION_PROGRESS,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,3,forward,200000000,UNORDERED_COMPLETION_PROGRESS,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,4,failure,250000000,UNORDERED_COMPLETION_PROGRESS,-0.5,-0.5,0.0,0.0,0.0,False,-0.5,-0.5,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,5,recovery,300000000,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,6,recovery,350000000,UNORDERED_COMPLETION_PROGRESS,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,7,forward,400000000,UNORDERED_COMPLETION_PROGRESS,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,8,failure,450000000,UNORDERED_COMPLETION_PROGRESS,-0.5,-0.5,0.0,0.0,0.0,False,-0.5,-0.5,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,9,recovery,500000000,UNORDERED_COMPLETION_PROGRESS,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,10,recovery,550000000,UNORDERED_COMPLETION_PROGRESS,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,11,forward,600000000,UNORDERED_COMPLETION_PROGRESS,0.25,0.25,0.25,0.0,0.0,False,0.25,0.25,False,0.0,prefix,,,,
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,0,failure,50000000,GRAPH_COST_ONLY,-0.5,-0.5,0.0,0.0,0.0,False,-0.5,-0.5,False,0.0,prefix,-0.5,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,1,recovery,100000000,GRAPH_COST_ONLY,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.0,0.0,False,0.16666666666666674,0.16666666666666674,False,0.0,prefix,0.16666666666666674,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,2,recovery,150000000,GRAPH_COST_ONLY,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.0,False,0.16666666666666663,0.16666666666666663,False,0.0,prefix,0.16666666666666663,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,3,forward,200000000,GRAPH_COST_ONLY,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,False,0.16666666666666669,0.16666666666666669,False,0.0,prefix,0.16666666666666669,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,4,failure,250000000,GRAPH_COST_ONLY,-0.5,-0.5,0.0,0.0,0.0,False,-0.5,-0.5,False,0.0,prefix,-0.5,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,5,recovery,300000000,GRAPH_COST_ONLY,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.0,0.0,False,0.16666666666666674,0.16666666666666674,False,0.0,prefix,0.16666666666666674,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,6,recovery,350000000,GRAPH_COST_ONLY,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.0,False,0.16666666666666663,0.16666666666666663,False,0.0,prefix,0.16666666666666663,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,7,forward,400000000,GRAPH_COST_ONLY,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,False,0.16666666666666669,0.16666666666666669,False,0.0,prefix,0.16666666666666669,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,8,failure,450000000,GRAPH_COST_ONLY,-0.5,-0.5,0.0,0.0,0.0,False,-0.5,-0.5,False,0.0,prefix,-0.5,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,9,recovery,500000000,GRAPH_COST_ONLY,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.0,0.0,False,0.16666666666666674,0.16666666666666674,False,0.0,prefix,0.16666666666666674,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,10,recovery,550000000,GRAPH_COST_ONLY,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.0,False,0.16666666666666663,0.16666666666666663,False,0.0,prefix,0.16666666666666663,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,11,forward,600000000,GRAPH_COST_ONLY,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.0,0.0,False,0.16666666666666669,0.16666666666666669,False,0.0,prefix,0.16666666666666669,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,0,failure,50000000,GRAPH_COST_PHI,-0.5,-0.5,0.0,0.0,0.0,False,-0.5,-0.5,False,0.0,prefix,-0.5,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,1,recovery,100000000,GRAPH_COST_PHI,0.16666666666666674,0.16666666666666674,0.16666666666666674,0.0,0.0,False,0.16666666666666674,0.16666666666666674,False,0.0,prefix,0.16666666666666674,0.0,0.0,0.0
normalized_main__reset__p0__k3,transport_recovery,p1_v3_symbolic_probe,SYNTHETIC_PROTOCOL_FIXTURE,P1_V3_NORMALIZED_MAIN,2,recovery,150000000,GRAPH_COST_PHI,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.0,0.0,False,0.16666666666666663,0.16666666666666663,False,0.0,prefix,0.16666666666666663,0.0,0.0,0.0
